	M145_21	M145_29	M145_33	M145_37	M145_41	M145_45	M145_49	M145_53	M145_57	M1152_33	M1152_41	M1152_45	M1152_49	M1152_53	M1152_57	M1152_61	M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65
prot_Q9L2H9	2.3494e-06	9.9065e-07	7.0064e-07	8.4046e-08	8.1144e-08	7.8587e-08	3.0136e-08	2.9749e-08	2.9391e-08	1.3438e-06	6.3278e-07	5.0039e-07	4.1512e-07	6.7292e-08	6.7176e-08	6.7164e-08	6.717e-08	1.9449e-20	1.5562e-09	9.7728e-10	5.7714e-10	4.9535e-10	5.862e-10	2.2032e-10	2.0512e-10	2.0974e-10	8.7489e-13	6.5939e-13	4.8495e-19	3.0161e-09	5.1267e-10	4.8598e-10	4.7332e-10	4.7932e-10
prot_Q9L2I0	0	0	2.7004e-07	5.9575e-08	4.7747e-08	7.3699e-08	1.1018e-07	4.4007e-08	0	3.4811e-08	1.5667e-07	0	6.7353e-08	0	0	3.8117e-08	1.0368e-07	0	0	6.1714e-06	1.8839e-06	1.5099e-06	2.3306e-06	3.4843e-06	9.8353e-07	0	1.1008e-06	4.9544e-06	0	1.5053e-06	0	0	8.5189e-07	3.2786e-06
prot_Q9L2I4	2.0371e-10	0	0	2.3496e-10	0	0	0	1.8793e-10	2.1102e-14	0	0	0	1.4182e-10	0	0	0	0	6.4419e-09	0	0	7.43e-09	0	0	0	5.943e-09	6.673e-13	0	0	0	4.4847e-09	0	0	0	0
prot_Q9L2L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9L2L8	0	2.8525e-12	4.3497e-12	0	0	2.2925e-12	0	0	0	0	2.118e-10	6.1004e-11	1.4836e-11	1.79e-10	7.0471e-11	5.2432e-12	1.2922e-11	0	9.0203e-11	1.3755e-10	0	0	7.2496e-11	0	0	0	0	7.5142e-10	4.0713e-10	2.0952e-10	6.5695e-10	3.9447e-10	9.6473e-11	1.5817e-10
prot_Q9R339	1.2205e-09	2.3605e-10	6.506e-08	2.2202e-09	6.7439e-08	3.8624e-08	4.3051e-08	5.8278e-08	2.9751e-08	2.9357e-07	4.9403e-07	4.8159e-09	2.4115e-09	6.0101e-09	4.6015e-08	2.1182e-08	2.5647e-09	2.7277e-08	7.4645e-09	2.8056e-07	3.2185e-08	2.0017e-07	1.7132e-07	1.7008e-07	2.0236e-07	1.1701e-07	2.4869e-07	2.9659e-07	5.2242e-08	3.4825e-08	8.0117e-08	1.6401e-07	1.6335e-07	5.7319e-08
prot_Q9RCV9	1.1132e-07	1.0982e-07	1.2267e-07	2.1897e-07	1.0052e-07	8.7606e-08	1.0343e-07	1.2556e-07	7.8021e-08	2.5691e-07	2.3903e-07	6.2803e-08	1.5257e-07	1.5235e-07	5.6998e-08	1.4105e-07	7.0013e-08	5.3865e-07	5.454e-07	6.5417e-07	9.2604e-07	5.6228e-07	5.5894e-07	6.3336e-07	6.4089e-07	4.9779e-07	1.1324e-06	1.2375e-06	6.5934e-07	1.0685e-06	1.1259e-06	6.7921e-07	1.0423e-06	6.9696e-07
prot_Q9RCW0	1.3502e-08	0	2.6904e-09	0	2.5547e-08	6.1581e-10	0	1.7856e-08	1.0557e-07	1.478e-08	1.2881e-08	3.5424e-09	0	6.1568e-08	0	3.1985e-08	1.0652e-07	4.2697e-07	0	4.907e-08	0	8.0787e-07	1.9474e-08	0	5.6467e-07	3.3214e-06	7.2443e-08	6.8694e-08	3.3606e-08	0	1.9469e-06	0	7.1485e-07	3.3685e-06
prot_Q9RCY6	1.9069e-09	8.795e-10	1.928e-08	4.9326e-09	6.9197e-09	1.9843e-08	1.2055e-08	2.7203e-09	1.2981e-08	3.1935e-09	1.0244e-08	2.7728e-09	3.5591e-09	1.2302e-08	1.2373e-09	1.9236e-09	9.3949e-09	2.781e-08	9.8726e-09	1.3684e-07	4.8441e-08	6.8718e-08	1.6513e-07	1.1459e-07	3.398e-08	1.2864e-07	5.2637e-08	1.2224e-07	3.0851e-08	3.6046e-08	9.7185e-08	2.6538e-08	2.628e-08	1.0251e-07
prot_Q9RCY7	1.2387e-07	4.1368e-07	7.0382e-07	1.3963e-07	5.0009e-07	5.3291e-07	4.279e-07	3.5782e-07	1.4486e-07	4.0909e-07	2.7889e-07	1.3313e-07	2.3282e-07	3.038e-07	7.6757e-08	9.8333e-08	7.788e-08	3.6541e-07	1.203e-06	2.0396e-06	8.3228e-07	1.3368e-06	1.4452e-06	1.2456e-06	1.0708e-06	7.6153e-07	1.2634e-06	1.312e-06	9.6189e-07	1.183e-06	1.1718e-06	6.5202e-07	6.5207e-07	6.0471e-07
prot_Q9RCY8	3.3591e-07	1.169e-06	1.4989e-06	1.174e-06	1.4476e-06	1.0778e-06	1.0294e-06	6.7929e-07	9.3833e-07	6.373e-07	2.8931e-07	1.2671e-07	2.688e-07	1.2975e-06	1.3917e-07	5.2578e-07	1.1668e-07	4.6233e-07	1.8767e-06	2.408e-06	2.3339e-06	2.1005e-06	2.0107e-06	1.8543e-06	1.2644e-06	1.8969e-06	1.0778e-06	1.0829e-06	7.4937e-07	1.11e-06	2.0596e-06	8.3744e-07	1.3988e-06	7.3998e-07
prot_Q9RCZ0	3.2653e-12	1.0363e-13	1.6633e-12	1.6666e-13	2.4694e-13	3.1508e-13	4.0006e-14	2.4124e-14	0	9.2962e-12	2.6007e-12	1.1125e-12	7.3223e-13	1.3275e-13	1.518e-13	3.4277e-13	5.4456e-14	6.3358e-11	2.3776e-12	2.7021e-11	2.9794e-12	3.8401e-12	4.3404e-12	8.036e-13	7.6286e-13	0	1.7894e-10	3.2273e-11	1.9381e-11	1.083e-11	2.3837e-12	2.2334e-12	8.6709e-12	1.722e-12
prot_Q9RCZ9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RD00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RD01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RD04	2.9182e-08	1.8748e-08	1.2449e-08	5.6905e-08	3.1672e-08	2.8698e-08	3.6382e-08	2.1052e-08	3.2133e-08	7.4348e-09	6.0609e-09	8.6841e-09	1.0834e-08	1.9445e-08	3.0919e-08	9.7543e-09	2.7731e-08	8.6724e-07	4.0935e-07	6.1791e-08	1.5012e-07	9.7266e-08	9.8057e-08	1.3013e-07	1.034e-07	1.5136e-07	5.3099e-08	4.2688e-08	5.8934e-08	5.8578e-08	1.0874e-07	7.8252e-08	5.7284e-08	1.6485e-07
prot_Q9RD12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RD25	5.3697e-08	1.9667e-08	2.1196e-06	4.9526e-07	8.7964e-08	1.1592e-06	3.5232e-07	5.5871e-08	1.9883e-07	2.3095e-07	5.7781e-08	7.4855e-08	6.7917e-08	1.9119e-07	1.3823e-07	4.3857e-08	7.6883e-08	6.7604e-07	2.0662e-07	5.2852e-06	2.5523e-06	1.4716e-06	5.1093e-06	3.8072e-06	1.4475e-06	1.6187e-06	1.8187e-06	7.7188e-07	1.2353e-06	1.3091e-06	3.6684e-06	2.4675e-06	8.5596e-07	1.4267e-06
prot_Q9RD26	4.2104e-06	2.8388e-06	3.0893e-06	6.6035e-06	8.5411e-06	7.9032e-06	9.898e-06	1.0117e-05	2.9723e-06	2.7455e-06	2.3337e-06	2.5443e-06	3.7808e-06	2.5499e-06	3.6493e-06	3.5522e-06	3.4443e-06	3.6922e-06	2.2264e-06	2.5823e-06	5.4691e-06	7.8855e-06	7.3963e-06	8.7469e-06	7.999e-06	2.5222e-06	1.6256e-06	2.1882e-06	2.1323e-06	2.3309e-06	2.5683e-06	2.2903e-06	2.8519e-06	2.4725e-06
prot_Q9RD67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RD68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RD69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RDB8	9.8162e-08	5.686e-08	1.7209e-06	8.8718e-07	2.2256e-07	6.8738e-07	9.7425e-08	2.9462e-07	6.0386e-07	4.1345e-07	1.3031e-06	1.3426e-07	5.4363e-07	1.3761e-06	3.5283e-07	2.129e-07	1.0366e-06	1.5177e-06	6.8084e-07	1.8464e-05	9.8732e-06	3.2678e-06	8.6805e-06	2.1774e-06	3.544e-06	1.0728e-05	4.9503e-06	1.484e-05	1.4724e-06	5.8986e-06	1.4568e-05	3.9881e-06	2.4014e-06	1.1669e-05
prot_Q9RDC0	1.1204e-09	3.6709e-11	6.8947e-11	0	2.4235e-10	0	2.0168e-10	2.0349e-10	2.0473e-10	3.4097e-14	1.6055e-14	0	2.172e-10	5.0267e-10	1.8305e-10	1.6987e-10	1.8597e-10	1.4687e-08	1.1608e-09	1.2575e-09	0	7.6636e-09	0	6.3775e-09	6.435e-09	6.4742e-09	1.0782e-12	5.0772e-13	0	5.0767e-09	1.1234e-08	5.7885e-09	5.3718e-09	5.8808e-09
prot_Q9RDC1	1.1204e-09	3.6709e-11	6.8947e-11	0	2.4235e-10	0	2.0168e-10	2.0349e-10	2.0473e-10	3.4097e-14	1.6055e-14	0	2.172e-10	5.0267e-10	1.8305e-10	1.6987e-10	1.8597e-10	1.4687e-08	1.1608e-09	1.2575e-09	0	7.6636e-09	0	6.3775e-09	6.435e-09	6.4742e-09	1.0782e-12	5.0772e-13	0	5.0767e-09	1.1234e-08	5.7885e-09	5.3718e-09	5.8808e-09
prot_Q9RDC2	1.1204e-09	3.6709e-11	6.8947e-11	0	2.4235e-10	0	2.0168e-10	2.0349e-10	2.0473e-10	3.4097e-14	1.6055e-14	0	2.172e-10	5.0267e-10	1.8305e-10	1.6987e-10	1.8597e-10	1.4687e-08	1.1608e-09	1.2575e-09	0	7.6636e-09	0	6.3775e-09	6.435e-09	6.4742e-09	1.0782e-12	5.0772e-13	0	5.0767e-09	1.1234e-08	5.7885e-09	5.3718e-09	5.8808e-09
prot_Q9RDC3	1.1204e-09	3.6709e-11	6.8947e-11	0	2.4235e-10	0	2.0168e-10	2.0349e-10	2.0473e-10	3.4097e-14	1.6055e-14	0	2.172e-10	5.0267e-10	1.8305e-10	1.6987e-10	1.8597e-10	1.4687e-08	1.1608e-09	1.2575e-09	0	7.6636e-09	0	6.3775e-09	6.435e-09	6.4742e-09	1.0782e-12	5.0772e-13	0	5.0767e-09	1.1234e-08	5.7885e-09	5.3718e-09	5.8808e-09
prot_Q9RDD0	4.435e-08	7.8713e-09	2.2658e-07	3.6424e-08	1.6442e-08	2.8734e-08	3.6396e-08	3.611e-08	3.9815e-07	2.5086e-08	8.4382e-08	1.5927e-08	8.7556e-08	2.8915e-08	1.9939e-08	1.4218e-08	1.3468e-08	7.0499e-07	1.7592e-07	4.2535e-06	1.1939e-07	6.6872e-08	1.0145e-07	1.1864e-07	1.3066e-07	5.1398e-06	9.7824e-08	2.6548e-06	9.2209e-08	2.8201e-07	1.5911e-07	9.411e-08	7.7006e-08	8.4147e-08
prot_Q9RDD2	5.0474e-10	2.1283e-10	1.5052e-10	1.8056e-11	1.7433e-11	1.6883e-11	6.4743e-12	6.3913e-12	6.3144e-12	2.8871e-10	1.3595e-10	1.075e-10	8.9184e-11	1.4457e-11	1.4432e-11	1.4429e-11	1.4431e-11	6.7348e-24	3.3432e-13	2.0996e-13	1.2399e-13	1.0642e-13	1.2594e-13	4.7334e-14	4.4068e-14	4.506e-14	1.8796e-16	1.4166e-16	1.0419e-22	6.4798e-13	1.1014e-13	1.0441e-13	1.0169e-13	1.0298e-13
prot_Q9RDE5	0	0	8.6276e-11	1.2597e-10	0	1.7148e-10	2.1085e-10	5.8859e-11	1.6664e-10	2.1799e-13	0	0	0	2.8766e-10	5.4758e-11	5.1273e-10	2.2554e-10	0	0	2.5431e-09	2.8153e-09	0	3.1019e-09	3.1895e-09	1.8613e-09	3.0098e-09	6.8936e-12	0	0	0	7.4775e-09	1.7316e-09	9.2453e-09	5.7447e-09
prot_Q9RDE8	8.1111e-09	0	5.9525e-09	2.3117e-08	5.1394e-10	3.0757e-09	9.4525e-08	3.0994e-08	1.6305e-09	0	3.2111e-12	0	7.1892e-09	7.1208e-10	1.3756e-08	1.8382e-08	1.6813e-08	1.8128e-07	0	1.1064e-07	3.6543e-07	1.6252e-08	4.5264e-08	1.3417e-06	4.8949e-07	5.1488e-08	0	7.1766e-11	0	2.2734e-07	2.2518e-08	3.0745e-07	3.356e-07	5.3168e-07
prot_Q9RDE9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RDF9	0	0	2.7008e-07	2.387e-08	2.231e-10	4.1894e-08	3.3648e-08	3.0402e-10	1.9104e-08	5.8171e-08	1.0108e-08	0	0	1.8143e-10	4.3164e-09	8.4386e-09	0	0	0	1.13e-06	3.0754e-07	7.0549e-09	5.3806e-07	4.4774e-07	7.4184e-09	2.9612e-07	4.6e-07	2.2591e-07	0	0	5.7373e-09	1.365e-07	1.886e-07	0
prot_Q9RDG9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RDH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RDH9	2.5877e-12	4.3428e-11	2.6177e-10	1.6413e-11	1.7476e-09	1.5548e-09	1.7473e-09	4.692e-10	3.3409e-09	2.7814e-13	6.2428e-13	1.1915e-09	1.2087e-11	2.0502e-09	3.8461e-09	3.8728e-09	1.1806e-11	8.0401e-11	9.6929e-10	6.0411e-09	3.8115e-10	3.1818e-08	3.4966e-08	3.1869e-08	1.4836e-08	7.4649e-08	8.7955e-12	8.6572e-12	3.7679e-08	2.7014e-10	6.4833e-08	7.1757e-08	7.3033e-08	3.7333e-10
prot_Q9RDI0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RDI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RDJ4	3.0342e-10	4.5148e-11	0	3.9057e-10	0	0	0	0	0	0	3.2111e-14	0	0	5.0264e-10	5.6571e-10	0	0	9.5948e-09	1.4277e-09	0	1.2351e-08	0	0	0	0	0	0	7.1766e-13	0	0	1.1234e-08	1.2645e-08	0	0
prot_Q9RDJ9	2.0106e-06	8.0791e-07	5.951e-07	1.4306e-07	1.3429e-07	1.7644e-07	1.0768e-07	9.9845e-08	1.4404e-07	1.1412e-06	5.2361e-07	4.0801e-07	3.3123e-07	3.3462e-08	3.813e-08	9.6173e-08	3.5775e-08	6.9343e-07	4.2949e-08	9.6287e-08	2.8053e-06	2.6845e-07	3.0003e-07	2.6535e-06	2.7254e-07	3.9132e-06	2.1127e-08	1.05e-07	9.2703e-08	1.0425e-07	1.8761e-07	9.0278e-08	1.2919e-06	5.4229e-08
prot_Q9RDK1	1.6705e-06	6.5675e-07	9.1294e-07	6.8885e-07	1.0432e-07	8.7453e-08	6.7829e-07	9.2605e-08	7.8467e-07	3.4842e-07	1.1808e-07	9.6482e-08	8.3281e-08	7.9526e-07	1.7159e-08	4.565e-07	5.9227e-08	1.6956e-06	1.0468e-06	1.1322e-06	1.1148e-06	4.4596e-07	3.8111e-07	1.006e-06	4.2573e-07	1.3055e-06	6.0599e-07	2.3194e-07	2.3206e-07	2.4477e-07	1.3982e-06	1.8665e-07	1.239e-06	4.2226e-07
prot_Q9RDK7	1.9033e-07	1.7975e-07	1.0542e-07	8.3548e-08	3.9004e-08	1.7917e-08	3.7868e-09	5.216e-09	2.7108e-08	1.1986e-07	4.4561e-08	3.8709e-08	1.0098e-07	4.3394e-08	2.1359e-08	7.2962e-08	6.4006e-09	1.1473e-07	1.9265e-07	1.5718e-07	2.0643e-07	1.0162e-07	7.4368e-08	5.2639e-08	6.9755e-08	1.0696e-07	9.8179e-08	4.6434e-14	3.455e-08	1.8666e-06	7.9792e-07	4.2013e-07	1.7638e-06	5.2827e-08
prot_Q9RDL0	5.006e-07	1.2227e-07	1.1382e-07	1.1507e-07	1.0783e-07	7.9261e-08	7.2184e-08	9.5487e-08	9.356e-08	7.8116e-08	1.5272e-07	9.6357e-07	9.7826e-07	5.7815e-07	8.7041e-08	6.5043e-08	1.4062e-07	4.3283e-07	2.5227e-07	3.0076e-07	3.1114e-07	2.8557e-07	2.2986e-07	2.1795e-07	3.5099e-07	2.8217e-07	2.6851e-07	3.1554e-07	5.6231e-07	3.7538e-07	6.0968e-07	2.5463e-07	1.9488e-07	3.4384e-07
prot_Q9RDL5	5.5212e-08	2.3281e-08	1.6466e-08	1.9751e-09	1.9069e-09	1.8468e-09	7.0821e-10	6.9913e-10	6.9072e-10	3.1581e-08	1.4871e-08	1.176e-08	9.7556e-09	1.5814e-09	1.5787e-09	1.5784e-09	1.5785e-09	9.6137e-22	3.6571e-11	2.2967e-11	1.3563e-11	1.1641e-11	1.3776e-11	5.1778e-12	4.8204e-12	4.929e-12	2.056e-14	1.5496e-14	1.1396e-20	7.0881e-11	1.2048e-11	1.1421e-11	1.1123e-11	1.1264e-11
prot_Q9RDN0	9.0218e-11	7.9606e-10	3.2028e-07	3.4531e-07	4.4848e-08	4.3104e-07	8.5555e-07	4.8803e-08	1.381e-07	5.1217e-08	1.7331e-09	7.1185e-11	1.4969e-09	2.778e-07	1.7307e-07	8.4291e-08	1.4971e-07	2.0066e-09	1.7689e-08	5.0665e-06	5.4411e-06	1.418e-06	6.7639e-06	9.5101e-06	8.909e-07	3.0928e-06	1.6178e-06	2.8618e-08	5.203e-10	2.2557e-08	6.1762e-06	2.441e-06	1.5326e-06	3.4913e-06
prot_Q9RDN6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RDP4	2.9009e-08	4.4195e-09	7.0933e-07	4.7526e-09	3.6079e-09	6.1124e-09	1.1059e-08	1.4333e-07	5.3465e-07	3.9597e-09	7.4954e-09	2.8828e-08	7.5148e-09	6.4821e-09	1.0265e-08	3.7048e-09	3.8915e-07	3.9042e-08	3.44e-08	9.689e-06	4.2462e-08	3.9063e-08	5.2653e-08	7.0438e-08	2.116e-06	8.0166e-06	3.6652e-08	6.1981e-08	9.0583e-07	5.0678e-08	5.5625e-08	7.7006e-08	3.4606e-08	6.3583e-06
prot_Q9RDP7	4.8842e-09	1.2399e-09	9.6627e-10	1.4689e-10	1.5867e-10	3.0687e-10	1.6453e-10	4.6491e-11	1.5865e-10	5.5203e-09	3.1987e-09	2.855e-09	2.5163e-09	9.8219e-11	9.6321e-11	4.1335e-10	1.6394e-10	3.3431e-09	9.741e-10	8.94e-10	7.2118e-10	6.8873e-10	1.0001e-09	3.0964e-10	9.887e-11	2.8272e-10	4.5891e-09	1.6253e-09	1.2792e-09	1.4966e-09	4.1615e-10	2.1298e-10	5.244e-10	4.3273e-10
prot_Q9RDS6	2.9295e-08	1.3345e-07	1.1793e-07	1.387e-09	1.0538e-07	3.0049e-10	7.8968e-09	5.8378e-08	5.5681e-08	1.4322e-06	8.0488e-07	5.5714e-07	2.76e-09	6.5223e-09	9.783e-08	2.8361e-09	9.055e-08	3.1603e-07	3.8777e-07	3.0264e-07	1.2092e-08	1.358e-07	5.481e-09	6.7382e-08	1.7036e-07	1.6133e-07	6.2768e-07	1.0269e-07	2.485e-07	3.899e-08	9.1113e-08	1.6957e-07	6.5441e-08	1.0647e-07
prot_Q9RI29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RI30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RI31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RI32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RI40	7.4798e-07	1.1448e-06	1.1069e-06	1.065e-06	1.3508e-06	8.9198e-07	9.7718e-07	9.5752e-07	7.1255e-07	1.4503e-06	4.6012e-06	2.9467e-06	3.3561e-06	2.2119e-06	4.8287e-06	6.9166e-06	2.0809e-06	4.3126e-07	1.2106e-06	1.3975e-06	2.0418e-06	2.2743e-06	1.6258e-06	1.9184e-06	1.739e-06	1.4075e-06	1.9334e-06	5.4442e-06	5.6005e-06	6.1839e-06	4.669e-06	7.2585e-06	7.5297e-06	5.0315e-06
prot_Q9RI47	2.5712e-06	9.2589e-07	1.4403e-06	1.258e-06	2.0801e-06	4.1521e-06	4.3521e-06	3.1358e-06	1.5014e-06	3.4858e-06	4.0491e-07	1.5666e-07	8.9095e-08	5.6164e-07	3.636e-07	1.2906e-06	7.6624e-07	3.2183e-06	5.4928e-06	7.0401e-06	7.4717e-06	8.823e-06	1.2632e-05	1.3065e-05	8.8353e-06	6.6522e-06	1.0831e-05	4.0288e-06	2.3558e-06	1.7946e-06	5.2879e-06	4.3864e-06	8.6653e-06	7.1123e-06
prot_Q9RI55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RI72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RIS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RIX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RIX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9RIY0	4.8291e-06	0	4.3264e-07	4.6145e-08	9.2566e-10	3.527e-08	1.8919e-08	1.9941e-10	1.1932e-08	6.8312e-07	1.3522e-09	1.6063e-09	7.3027e-07	0	0	2.1976e-09	1.2138e-07	5.1086e-07	0	1.9398e-08	6.6542e-08	8.8794e-09	5.5133e-08	2.5401e-08	2.7203e-09	2.0356e-08	2.1624e-08	2.2812e-08	3.1318e-08	1.5706e-07	0	0	3.7046e-08	4.0289e-08
prot_Q9RIY6	1.0871e-06	1.9944e-06	2.8619e-06	9.1042e-06	8.13e-06	6.3358e-06	5.8253e-06	5.7736e-06	2.1862e-06	1.9574e-06	5.8468e-07	6.3588e-07	1.3677e-06	1.2586e-05	5.6771e-07	5.7299e-06	5.2287e-07	1.6575e-06	4.6203e-06	7.5712e-06	1.6194e-05	1.6212e-05	1.3583e-05	1.2578e-05	1.1809e-05	5.2382e-06	4.9624e-06	4.4468e-06	5.4167e-06	8.1818e-06	2.2969e-05	5.6515e-06	1.6642e-05	5.3105e-06
prot_Q9RIZ4	3.2792e-08	3.4388e-10	1.1568e-09	1.5974e-09	2.797e-09	1.7278e-09	7.0165e-09	1.2784e-09	2.5136e-10	5.5407e-11	0	6.862e-09	5.7726e-09	4.5564e-09	1.3557e-08	1.4703e-08	1.2233e-08	7.3314e-07	1.0818e-08	3.6459e-08	4.2983e-08	6.2494e-08	4.7416e-08	9.9014e-08	2.6656e-08	7.9165e-09	1.3054e-09	0	1.2516e-07	1.2902e-07	7.2568e-08	2.1403e-07	2.0752e-07	1.9313e-07
prot_Q9RJ01	4.9738e-10	0	0	2.9348e-10	2.6773e-10	0	0	0	2.0473e-10	3.4097e-14	1.6055e-14	0	1.7727e-10	2.5134e-10	2.2271e-10	0	0	1.1123e-08	0	0	9.2807e-09	8.4662e-09	0	0	0	6.4742e-09	1.0782e-12	5.0772e-13	0	5.6058e-09	7.9479e-09	7.0428e-09	0	0
prot_Q9RJ07	8.6161e-08	2.509e-09	3.2537e-09	1.6197e-10	1.5567e-10	4.6894e-09	1.859e-10	0	5.355e-10	0	1.2072e-09	4.9936e-10	1.6715e-10	4.1036e-10	1.1555e-10	0	3.9566e-11	4.91e-07	2.7964e-08	3.4417e-08	5.122e-09	4.9227e-09	4.3328e-08	3.8134e-09	0	7.2413e-09	0	3.0491e-08	1.1166e-08	5.2857e-09	6.9242e-09	3.6541e-09	0	1.2512e-09
prot_Q9RJ15	4.429e-08	1.8676e-08	1.3208e-08	1.5844e-09	1.5297e-09	1.4815e-09	5.6812e-10	5.6083e-10	5.5408e-10	2.5334e-08	1.1929e-08	9.4334e-09	7.8258e-09	1.2686e-09	1.2664e-09	1.2662e-09	1.2663e-09	4.1714e-22	2.9336e-11	1.8424e-11	1.088e-11	9.3383e-12	1.1051e-11	4.1535e-12	3.8669e-12	3.954e-12	1.6493e-14	1.243e-14	1.6149e-17	5.686e-11	9.6648e-12	9.1616e-12	8.923e-12	9.0362e-12
prot_Q9RJ16	7.8769e-09	3.3214e-09	2.3491e-09	2.8179e-10	2.7206e-10	2.6348e-10	1.0104e-10	9.9742e-11	9.8542e-11	4.5055e-09	2.1216e-09	1.6777e-09	1.3918e-09	2.2561e-10	2.2523e-10	2.2518e-10	2.252e-10	8.1735e-23	5.2174e-12	3.2766e-12	1.935e-12	1.6608e-12	1.9654e-12	7.3869e-13	6.8772e-13	7.032e-13	2.9333e-15	2.2107e-15	2.872e-18	1.0112e-11	1.7189e-12	1.6294e-12	1.5869e-12	1.6071e-12
prot_Q9RJ17	2.2631e-08	4.631e-09	6.9337e-09	2.9853e-09	7.6056e-09	7.8932e-09	8.0239e-09	5.0548e-09	3.7914e-09	1.2205e-08	5.1811e-08	1.4393e-08	9.9754e-09	6.3952e-09	8.3573e-09	4.9926e-09	1.0227e-08	1.7056e-07	3.5465e-08	6.8952e-08	4.8776e-08	9.439e-08	8.46e-08	9.4218e-08	6.3708e-08	5.1857e-08	8.6763e-08	2.6916e-07	9.8969e-08	8.8893e-08	7.6066e-08	1.0469e-07	8.2215e-08	1.1116e-07
prot_Q9RJ18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
