	M145_21	M145_29	M145_33	M145_37	M145_41	M145_45	M145_49	M145_53	M145_57	M1152_33	M1152_41	M1152_45	M1152_49	M1152_53	M1152_57	M1152_61	M1152_65
prot_Q9EWH3	1.4933e-06	6.2933e-07	4.4509e-07	5.6479e-08	5.454e-08	5.2755e-08	2.1996e-08	2.1726e-08	2.1461e-08	8.5418e-07	4.0221e-07	3.1807e-07	2.6304e-07	4.2624e-08	4.2569e-08	4.2569e-08	4.2569e-08
prot_Q9EWH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWI9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWJ4	0	0	0	0	0	0	1.0532e-09	0	0	0	0	0	0	0	0	0	0
prot_Q9EWJ6	3.2691e-06	1.3777e-06	9.7434e-07	1.1663e-07	1.1268e-07	1.0899e-07	4.1801e-08	4.1282e-08	4.0776e-08	1.8699e-06	8.8048e-07	6.9627e-07	5.7581e-07	9.3308e-08	9.3187e-08	9.3187e-08	9.3187e-08
prot_Q9EWJ8	0	0	9.0331e-10	1.0813e-10	0	0	3.8753e-11	3.8272e-11	0	0	0	0	0	0	8.6392e-11	0	0
prot_Q9EWJ9	1.1485e-05	4.8401e-06	3.4231e-06	4.0975e-07	3.9586e-07	3.829e-07	1.4686e-07	1.4503e-07	1.4326e-07	6.5693e-06	3.0933e-06	2.4462e-06	2.023e-06	3.2781e-07	3.2739e-07	3.2739e-07	3.2739e-07
prot_Q9EWK0	1.0259e-08	4.3235e-09	3.0578e-09	3.6602e-10	3.5361e-10	3.4204e-10	1.3118e-10	1.2955e-10	1.2797e-10	5.8682e-09	2.7632e-09	2.1851e-09	1.8071e-09	2.9283e-10	2.9245e-10	2.9245e-10	2.9245e-10
prot_Q9EWN6	3.6694e-08	1.5464e-08	1.0937e-08	1.3091e-09	1.2647e-09	1.2234e-09	4.692e-10	4.6337e-10	4.5769e-10	2.0989e-08	9.8831e-09	7.8154e-09	6.4633e-09	1.0473e-09	1.046e-09	1.046e-09	1.046e-09
prot_Q9EWP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWQ6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWS0	4.7512e-05	0	2.595e-05	3.1062e-06	3.0009e-06	2.9027e-06	0	0	1.086e-06	4.7512e-05	2.2372e-05	1.7692e-05	1.5336e-05	2.4851e-06	2.3678e-06	2.4819e-06	2.4819e-06
prot_Q9EWT0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWU0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWV2	4.2666e-12	1.6982e-08	1.201e-08	1.4377e-09	1.3889e-09	1.3435e-09	7.9673e-10	5.0886e-10	5.0263e-10	3.564e-08	1.6782e-08	1.3271e-08	7.0978e-09	1.1502e-09	1.7762e-09	1.1487e-09	1.1487e-09
prot_Q9EWV4	1.8869e-06	7.9518e-07	5.6238e-07	7.4784e-08	7.2206e-08	6.9847e-08	3.0901e-08	3.0518e-08	3.0152e-08	1.0793e-06	5.0821e-07	4.0188e-07	3.3235e-07	5.4028e-08	5.3961e-08	5.3964e-08	5.3967e-08
prot_Q9EWV8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWV9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWW0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWW1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWW6	7.4769e-07	3.151e-07	2.2285e-07	2.6675e-08	2.5771e-08	2.4927e-08	9.5605e-09	9.4418e-09	0	4.2767e-07	2.0138e-07	1.5925e-07	1.317e-07	2.1341e-08	2.1313e-08	2.1313e-08	2.1313e-08
prot_Q9EWW7	0	0	0	8.1572e-11	0	0	1.2033e-11	0	0	0	0	0	0	0	6.9471e-11	0	0
prot_Q9EWX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWZ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWZ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWZ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EX17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EX22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EX28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EX40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EX41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EX42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EX46	0	0	0	0	0	0	0	0	0	2.5784e-07	0	7.2114e-08	5.8413e-08	0	0	0	0
prot_Q9F1Y5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F1Y6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2I9	3.2574e-07	1.3727e-07	9.7086e-08	1.1621e-08	1.1227e-08	1.086e-08	4.1651e-09	4.1134e-09	0	1.8632e-07	8.7733e-08	6.9379e-08	5.7375e-08	0	9.2853e-09	0	0
prot_Q9F2K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2K3	0	0	0	7.1451e-09	0	0	2.5608e-09	0	2.498e-09	0	0	0	0	0	0	0	0
prot_Q9F2L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2Q0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2Q3	3.5418e-05	1.9146e-06	4.1789e-06	2.5808e-06	2.3618e-06	2.8351e-06	2.2798e-06	1.6423e-06	2.2178e-06	6.1073e-07	3.8235e-07	2.1879e-06	2.0874e-06	3.7609e-06	6.781e-07	5.6616e-07	1.2304e-06
prot_Q9F2Q6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2S0	0	0	2.3594e-07	0	0	5.1746e-08	0	0	1.936e-08	0	4.4766e-06	0	0	4.4302e-08	0	0	0
prot_Q9F2V3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2V4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2V5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2V6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2V7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2V8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2V9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2W1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2W2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2W6	1.2687e-06	3.9257e-06	0	5.0516e-06	0	0	0	0	0	0	0	6.2877e-08	1.5565e-06	0	0	0	0
prot_Q9F2W7	2.4117e-06	4.7725e-06	0	4.4177e-06	0	0	0	7.0041e-06	0	0	0	0	7.7786e-06	0	0	6.248e-06	0
prot_Q9F2W8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F2X8	1.0672e-07	4.4976e-08	3.1809e-08	3.8076e-09	3.6785e-09	3.5581e-09	1.3647e-09	1.3477e-09	1.3312e-09	6.1045e-08	2.8745e-08	2.2731e-08	1.8798e-08	3.0462e-09	3.0422e-09	3.0422e-09	3.0422e-09
prot_Q9F2Y1	3.3827e-05	1.4255e-05	0	7.7773e-06	3.6494e-06	0	0	1.2892e-05	1.3042e-07	2.8402e-05	2.6115e-06	1.6612e-05	1.278e-05	0	1.0928e-05	1.3395e-05	2.7639e-07
prot_Q9F323	1.8746e-06	7.9001e-07	5.5873e-07	6.688e-08	6.4613e-08	6.2498e-08	2.397e-08	2.3673e-08	2.3382e-08	1.0723e-06	5.049e-07	3.9927e-07	3.3019e-07	5.3506e-08	5.3437e-08	5.3437e-08	5.3437e-08
prot_Q9F344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F364	1.1374e-06	4.7934e-07	3.3901e-07	4.058e-08	3.9204e-08	3.7921e-08	1.4544e-08	1.4363e-08	1.4187e-08	6.506e-07	3.0635e-07	2.4226e-07	2.0035e-07	3.2465e-08	3.2423e-08	3.2423e-08	3.2423e-08
prot_Q9F370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3B7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3C5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3E6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3I3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3K3	4.2101e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3K4	1.211e-05	0	9.3673e-07	0	0	1.1448e-07	4.5426e-08	0	4.5003e-08	0	9.9071e-07	1.7689e-07	0	2.5893e-06	3.4538e-06	3.5777e-06	9.6758e-08
prot_Q9F3K5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3K6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3K7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3L4	0	0	0	0	0	0	0	0	0	0	0	0	0	5.262e-08	0	0	0
prot_Q9F3L7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3N3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9F3P9	1.1656e-06	3.3132e-06	0	0	7.1858e-07	3.1173e-07	0	0	0	3.0178e-07	0	0	0	0	5.0982e-07	5.4157e-07	5.3544e-07
prot_Q9F3Q0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FBJ7	3.1861e-06	1.3427e-06	9.4962e-07	1.1367e-07	1.0982e-07	1.0622e-07	4.074e-08	4.0234e-08	3.9741e-08	1.8224e-06	8.5814e-07	6.7861e-07	5.612e-07	9.094e-08	9.0822e-08	9.0822e-08	9.0822e-08
prot_Q9FBL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FBL7	0	0	0	0	0	0	0	0	0	0	3.443e-06	0	0	0	3.6439e-07	3.6439e-07	0
prot_Q9FBL9	1.2639e-07	5.3266e-08	3.7672e-08	4.5093e-09	0	0	1.6162e-09	1.5961e-09	1.5765e-09	7.2296e-08	3.4043e-08	2.6921e-08	2.2263e-08	0	3.6029e-09	0	0
prot_Q9FBM1	5.0156e-06	2.1137e-06	1.4949e-06	1.7894e-07	1.7287e-07	1.6722e-07	6.4134e-08	6.3337e-08	6.2561e-08	2.8689e-06	1.3509e-06	1.0683e-06	8.8344e-07	1.4316e-07	1.4297e-07	1.4297e-07	1.4297e-07
prot_Q9FBN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FBN4	2.5223e-06	6.4175e-07	4.5383e-07	5.1064e-07	5.7093e-07	3.881e-07	3.0227e-07	0	2.9486e-07	1.1833e-06	4.7104e-07	5.7378e-07	5.4537e-07	4.8324e-07	5.7021e-07	5.853e-07	2.9813e-07
prot_Q9FBN6	2.5616e-06	8.987e-08	6.356e-08	7.3127e-09	7.0648e-09	7.1097e-09	2.7268e-09	6.2601e-07	2.6599e-09	2.0662e-07	5.7437e-08	4.3656e-08	3.6103e-08	2.3821e-08	8.1335e-08	7.1988e-08	6.0789e-09
prot_Q9FBQ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FBR4	2.8799e-05	4.7864e-06	3.383e-06	3.5764e-06	3.894e-06	2.6585e-06	2.0569e-06	4.2855e-06	2.0063e-06	9.1794e-06	3.4256e-06	4.1379e-06	3.9027e-06	3.4162e-06	4.3928e-06	4.5091e-06	2.0451e-06
prot_Q9FBT0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FBT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FBV7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FBY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FC11	0	1.0904e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FC12	0	1.2133e-06	0	1.1389e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FC18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FC27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FC34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FC36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FC43	2.5159e-06	0	6.6736e-07	4.7082e-07	0	0	3.6408e-07	3.5954e-07	3.5516e-07	1.7152e-07	0	0	0	0	2.7216e-07	2.7797e-07	0
prot_Q9FC62	8.54e-07	0	0	0	0	0	0	0	0	8.6757e-07	5.7551e-07	0	3.4349e-09	0	0	0	0
prot_Q9FC63	1.399e-06	4.2398e-07	0	0	0	0	0	0	0	0	0	0	3.4349e-09	0	5.7588e-07	0	0
prot_Q9FC66	0	4.9219e-07	2.7337e-05	2.177e-07	7.9235e-06	2.3939e-05	9.4497e-07	2.0136e-06	2.7747e-05	0	3.571e-05	1.2072e-05	2.7252e-07	3.868e-05	1.1723e-05	1.2273e-05	3.6204e-05
prot_Q9FC67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FC77	0	0	0	1.4485e-06	0	1.1042e-06	0	0	0	0	1.4401e-06	1.6991e-06	0	0	0	0	8.495e-07
prot_Q9FC85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FC89	0	4.7279e-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FC90	0	0	0	3.4128e-09	0	0	0	0	0	0	2.7214e-08	2.1521e-08	1.7797e-08	0	0	0	0
prot_Q9FC99	7.0516e-06	2.2098e-06	0	0	9.9783e-07	0	0	0	0	0	0	6.6584e-07	0	0	0	0	0
prot_Q9FCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FCA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FCC1	7.9522e-07	3.3513e-07	2.3702e-07	2.8371e-08	2.7409e-08	2.6512e-08	1.0168e-08	1.0042e-08	9.919e-09	4.5486e-07	2.1418e-07	1.6937e-07	1.4007e-07	2.2698e-08	2.2668e-08	2.2668e-08	2.2668e-08
prot_Q9FCC2	1.1133e-09	4.6919e-10	3.3183e-10	3.972e-11	3.8374e-11	3.7118e-11	1.4236e-11	1.4059e-11	1.3887e-11	6.3682e-10	2.9986e-10	2.3713e-10	1.961e-10	3.1778e-11	3.1736e-11	3.1736e-11	3.1736e-11
prot_Q9FCC3	8.0096e-11	3.3754e-11	2.3873e-11	2.8576e-12	2.7607e-12	2.6703e-12	1.0242e-12	1.0114e-12	9.9905e-13	4.5814e-11	2.1573e-11	1.7059e-11	1.4108e-11	2.2861e-12	2.2832e-12	2.2832e-12	2.2832e-12
prot_Q9FCC4	1.5905e-07	6.7027e-08	4.7405e-08	5.6743e-09	5.482e-09	5.3026e-09	2.0337e-09	2.0085e-09	1.9839e-09	9.0974e-08	4.2838e-08	3.3876e-08	2.8015e-08	4.5397e-09	4.5338e-09	4.5338e-09	4.5338e-09
prot_Q9FCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FCD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FCD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FCG5	1.0478e-09	4.4156e-10	3.1229e-10	3.7381e-11	3.6114e-11	3.4932e-11	1.3398e-11	1.3231e-11	1.3069e-11	0	0	2.2316e-10	1.8455e-10	2.9906e-11	2.9867e-11	2.9867e-11	2.9867e-11
prot_Q9FCI7	4.2195e-09	1.7782e-09	1.2576e-09	1.5054e-10	1.4544e-10	1.4068e-10	5.3954e-11	5.3284e-11	5.2631e-11	2.4135e-09	1.1365e-09	8.9871e-10	7.4322e-10	1.2044e-10	1.2028e-10	1.2028e-10	1.2028e-10
prot_Q9FCK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9FCL0	8.6612e-10	3.6501e-10	2.5815e-10	3.09e-11	2.9853e-11	2.8876e-11	1.1075e-11	1.0937e-11	1.0803e-11	4.9541e-10	2.3328e-10	1.8447e-10	1.5256e-10	2.4721e-11	2.4689e-11	2.4689e-11	2.4689e-11
prot_Q9K3C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3F7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3G8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3G9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3H0	3.3767e-06	4.2398e-07	8.8881e-07	8.5866e-09	9.4568e-07	8.9637e-07	6.9032e-07	0	6.7412e-07	1.3481e-06	5.7551e-07	9.4909e-07	3.4349e-09	1.1368e-06	6.4413e-07	0	6.1862e-07
prot_Q9K3H1	3.3767e-06	4.2398e-07	8.8881e-07	8.5866e-09	9.4568e-07	8.9637e-07	6.9032e-07	0	6.7412e-07	1.3481e-06	5.7551e-07	9.4909e-07	3.4349e-09	1.1368e-06	6.4413e-07	0	6.1862e-07
prot_Q9K3H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3H3	5.6795e-07	2.3935e-07	1.6928e-07	2.0643e-08	1.9945e-08	1.9294e-08	7.6095e-09	7.5138e-09	7.4231e-09	3.2486e-07	1.5297e-07	1.2097e-07	1.0004e-07	1.6263e-08	1.6242e-08	1.6243e-08	1.6244e-08
prot_Q9K3H4	0	5.189e-10	0	0	0	0	0	0	0	5.2259e-09	0	0	0	0	0	0	0
prot_Q9K3I8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3I9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3J0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3J2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3J6	6.6669e-07	2.8096e-07	1.9871e-07	2.3785e-08	2.2979e-08	2.2227e-08	8.5248e-09	8.4189e-09	0	3.8134e-07	1.7956e-07	1.42e-07	1.1743e-07	1.9029e-08	1.9004e-08	1.9004e-08	1.9004e-08
prot_Q9K3L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3N2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3Q1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3Q8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3R1	0	1.853e-08	0	1.5687e-09	0	0	0	5.5524e-10	0	0	0	0	7.7447e-09	0	0	6.2669e-10	0
prot_Q9K3R3	0	0	0	2.2664e-10	0	0	1.0264e-10	1.1884e-10	0	0	0	0	0	0	1.9878e-10	0	0
prot_Q9K3R6	2.4744e-05	1.0428e-05	7.3749e-06	8.8278e-07	8.5285e-07	8.2494e-07	3.1639e-07	3.1246e-07	3.0863e-07	1.4153e-05	6.6644e-06	5.2701e-06	4.3583e-06	7.0625e-07	7.0533e-07	7.0533e-07	7.0533e-07
prot_Q9K3S6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3S7	0	7.5553e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3S8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3U0	3.9554e-05	3.6692e-05	0	0	0	0	1.0621e-06	1.0995e-06	0	0	0	0	0	0	0	0	0
prot_Q9K3V6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0037e-06	0	0
prot_Q9K3V7	1.2273e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3W0	1.2786e-07	0	0	0	0	0	0	0	0	3.326e-07	0	0	2.2846e-08	0	0	0	0
prot_Q9K3W3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3W4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K3Y7	2.4001e-06	1.9308e-06	9.4809e-11	3.8096e-09	4.9262e-08	4.1997e-08	1.0192e-07	0	3.021e-08	7.3167e-07	4.7361e-07	4.0942e-07	4.3653e-07	4.6559e-08	0	2.7703e-08	5.9848e-08
prot_Q9K3Y8	2.1905e-06	6.0712e-07	0	3.8096e-09	4.5959e-08	9.3178e-08	1.9087e-08	4.0169e-12	2.5093e-08	1.4397e-06	5.8077e-07	2.4079e-07	2.4409e-07	5.0231e-08	2.5219e-08	3.0067e-08	4.0741e-08
prot_Q9K3Z8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K422	0	0	0	0	0	0	0	7.704e-08	0	1.0381e-07	2.225e-08	0	0	0	0	0	0
prot_Q9K440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K451	0	4.2754e-08	3.3215e-07	6.0016e-08	1.4278e-07	2.9087e-07	1.0856e-07	7.0566e-08	3.3713e-07	0	4.3389e-07	1.8206e-07	3.944e-08	4.6997e-07	1.8079e-07	2.0256e-07	4.3988e-07
prot_Q9K460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K4A7	1.9003e-07	8.0082e-08	5.6638e-08	6.7795e-09	0	0	2.4298e-09	2.3997e-09	0	1.0869e-07	0	0	3.3471e-08	0	5.4168e-09	0	0
prot_Q9K4B1	0	0	7.5157e-10	8.9963e-11	0	0	3.2243e-11	3.1843e-11	0	0	0	0	0	0	7.188e-11	0	0
prot_Q9K4C6	0	0	0	6.3587e-11	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K4D0	0	0	0	6.0889e-10	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K4D4	0	3.6211e-06	2.6071e-06	3.995e-06	4.1445e-06	2.6071e-06	2.6071e-06	3.8701e-06	2.6071e-06	5.5368e-06	2.6071e-06	4.2351e-06	3.852e-06	2.6071e-06	4.1167e-06	4.2171e-06	2.6071e-06
prot_Q9K4D5	0	3.6211e-06	2.6071e-06	3.995e-06	4.1445e-06	2.6071e-06	2.6071e-06	3.8701e-06	2.6071e-06	5.5368e-06	2.6071e-06	4.2351e-06	3.852e-06	2.6071e-06	4.1167e-06	4.2171e-06	2.6071e-06
prot_Q9K4D6	0	7.0611e-05	5.084e-05	7.7903e-05	8.0819e-05	5.084e-05	5.084e-05	7.5467e-05	5.084e-05	0.00010797	5.084e-05	8.2585e-05	7.5114e-05	5.084e-05	8.0277e-05	8.2235e-05	5.084e-05
prot_Q9K4D7	0	7.0611e-05	5.084e-05	7.7903e-05	8.0819e-05	5.084e-05	5.084e-05	7.5467e-05	5.084e-05	0.00010797	5.084e-05	8.2585e-05	7.5114e-05	5.084e-05	8.0277e-05	8.2235e-05	5.084e-05
prot_Q9K4D8	0	7.0611e-05	5.084e-05	7.7903e-05	8.0819e-05	5.084e-05	5.084e-05	7.5467e-05	5.084e-05	0.00010797	5.084e-05	8.2585e-05	7.5114e-05	5.084e-05	8.0277e-05	8.2235e-05	5.084e-05
prot_Q9K4D9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K4E0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K4G9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K4I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K4I9	0	4.9219e-07	2.7337e-05	2.177e-07	7.9235e-06	2.3939e-05	9.4497e-07	2.0136e-06	2.7747e-05	0	3.571e-05	1.2072e-05	2.7252e-07	3.868e-05	1.1723e-05	1.2273e-05	3.6204e-05
prot_Q9K4J0	0	4.9219e-07	2.7337e-05	2.177e-07	7.9235e-06	2.3939e-05	9.4497e-07	2.0136e-06	2.7747e-05	0	3.571e-05	1.2072e-05	2.7252e-07	3.868e-05	1.1723e-05	1.2273e-05	3.6204e-05
prot_Q9K4J5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K4K3	5.0921e-08	2.1459e-08	1.5177e-08	1.8167e-09	0	0	6.5111e-10	6.4302e-10	0	2.9126e-08	1.3715e-08	1.0846e-08	0	0	1.4515e-09	0	0
prot_Q9K4L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9K4M2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9KXJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
