"Pathways"	"Subsystem 1"	"Subsystem 2"
PWY-7910	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5907	Polyamine-Biosynthesis	Biosynthesis
PWY-5826	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6068	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6069	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7410	HORMONE-SYN // MONOTERPENOID-SYN	Biosynthesis // Terpenoid-Biosynthesis
PWY-6575	HORMONE-SYN // JH-III-Biosynthesis	Biosynthesis // HORMONE-SYN // SESQUITERPENOID-SYN
PWY-6650	HORMONE-SYN // JH-III-Biosynthesis	Biosynthesis // HORMONE-SYN // SESQUITERPENOID-SYN
PWY-6100	Metabolic-Regulators	Biosynthesis
PWY-6308	Aminoacyl-tRNAs-Charging // CYSTEINE-SYN	Biosynthesis // IND-AMINO-ACID-SYN
PWY-6481	Other-biosynthesis	Biosynthesis
PWY-5957	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7861	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY66-375	HORMONE-SYN	Biosynthesis
NAGLIPASYN-PWY	Lipid-Biosynthesis // Lipopolysaccharide-Biosynthesis	Biosynthesis // Cell-Structure-Biosynthesis
PWY66-392	HORMONE-SYN	Biosynthesis
PWY-7535	Metabolic-Regulators	Biosynthesis
PWY-7708	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5796	Cofactor-Biosynthesis	Biosynthesis
PWY-7531	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5254	Cofactor-Biosynthesis	Biosynthesis
PWY-6730	Other-biosynthesis	Biosynthesis
PWY-7548	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY66-382	HORMONE-SYN	Biosynthesis
PWY-7420	Lipid-Biosynthesis	Biosynthesis
PWY-7746	Lipid-Biosynthesis	Biosynthesis
PWY-7236	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7463	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7928	Cofactor-Biosynthesis	Biosynthesis
PWY-6562	Polyamine-Biosynthesis	Biosynthesis
PWY-6752	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis
PWY-7297	Polyamine-Biosynthesis	Biosynthesis
PWY-5787	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis
PWY-6818	Lipid-Biosynthesis	Biosynthesis
PWY-6699	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7745	Lipid-Biosynthesis	Biosynthesis
PWY-7955	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7492	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7490	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7493	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6320	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis
PWY-6930	AROMATIC-COMPOUNDS-BIOSYN // Metabolic-Clusters	Biosynthesis // Pathways
PWY-7742	Lipid-Biosynthesis	Biosynthesis
PWY-5751	AROMATIC-COMPOUNDS-BIOSYN // PHENYLPROPANOID-SYN	Biosynthesis // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7074	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7075	AROMATIC-COMPOUNDS-BIOSYN // Interconversion // SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis // Activation-Inactivation-Interconversion
PWY-7917	Other-biosynthesis	Biosynthesis
PWY-6803	Lipid-Biosynthesis	Biosynthesis
PWY-7218	Storage-Compounds-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
PWY-7741	Lipid-Biosynthesis	Biosynthesis
PWY-5917	Cofactor-Biosynthesis	Biosynthesis
PWY-5915	Cofactor-Biosynthesis	Biosynthesis
PWY-7580	Cofactor-Biosynthesis	Biosynthesis
PWY-7579	Cofactor-Biosynthesis	Biosynthesis
PWY-7578	Cofactor-Biosynthesis	Biosynthesis
PWY-7170	Cofactor-Biosynthesis	Biosynthesis
PWY1-3	Storage-Compounds-Biosynthesis	Biosynthesis
PWY-6657	Storage-Compounds-Biosynthesis	Biosynthesis
PPGPPMET-PWY	Metabolic-Regulators	Biosynthesis
PWY66-377	HORMONE-SYN	Biosynthesis
PWY-6703	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7299	HORMONE-SYN	Biosynthesis
PWY-7936	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY8J2-20	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6926	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6831	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6420	Cofactor-Biosynthesis	Biosynthesis
PWY-6405	Metabolic-Regulators	Biosynthesis
PWY66-397	HORMONE-SYN	Biosynthesis
PWY-7960	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7906	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
SAM-PWY	Cofactor-Biosynthesis	Biosynthesis
PWY-6802	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6456	Polyamine-Biosynthesis	Biosynthesis
PWY-6030	HORMONE-SYN	Biosynthesis
PWY-7751	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
SOPHOROSYLOXYDOCOSANOATE-SYN-PWY	Lipid-Biosynthesis	Biosynthesis
ARGSPECAT-PWY	Polyamine-Biosynthesis	Biosynthesis
PWY3DJ-11281	Lipid-Biosynthesis	Biosynthesis
PWY-7656	HORMONE-SYN // Metabolic-Clusters	Biosynthesis // Pathways
PWY-8007	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5956	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6453	Lipid-Biosynthesis	Biosynthesis
PWY-7687	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWYQT-4427	Lipid-Biosynthesis	Biosynthesis
KDO-NAGLIPASYN-PWY	Lipid-Biosynthesis // Lipopolysaccharide-Biosynthesis // Super-Pathways	Biosynthesis // Cell-Structure-Biosynthesis // Pathways
PWY-5961	SECONDARY-METABOLITE-BIOSYNTHESIS // Super-Pathways	Biosynthesis // Pathways
ARG+POLYAMINE-SYN	Polyamine-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
COMPLETE-ARO-PWY	Amino-Acid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
PWY-4161	SECONDARY-METABOLITE-BIOSYNTHESIS // Super-Pathways	Biosynthesis // Pathways
BRANCHED-CHAIN-AA-SYN-PWY	Amino-Acid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
PWY-4762	Lipid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
ASPASN-PWY	Amino-Acid-Biosynthesis // Metabolic-Clusters // Super-Pathways	Biosynthesis // Pathways
P4-PWY	Amino-Acid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
PWY-724	Amino-Acid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
PWY-3481	Amino-Acid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
SER-GLYSYN-PWY	Amino-Acid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
LPSSYN-PWY	Lipid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
POLYAMSYN-PWY	Polyamine-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
POLYAMINSYN3-PWY	Polyamine-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
PWY-6565	Polyamine-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
PWY-6662	SECONDARY-METABOLITE-BIOSYNTHESIS // Super-Pathways	Biosynthesis // Pathways
PWY-7305	HORMONE-SYN // Super-Pathways	Biosynthesis // Pathways
PWY-821	Amino-Acid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
PWY-7954	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6148	Cofactor-Biosynthesis	Biosynthesis
PWY0-1433	Cofactor-Biosynthesis	Biosynthesis
PWY-5963	Cofactor-Biosynthesis	Biosynthesis
PWY-6241	HORMONE-SYN	Biosynthesis
PWY-7991	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6457	AROMATIC-COMPOUNDS-BIOSYN // CINNAMATE-SYN	Biosynthesis // PHENYLPROPANOID-SYN
TRNA-CHARGING-PWY	Aminoacyl-tRNAs-Charging // Metabolic-Clusters	Biosynthesis // Pathways
TRYPANOSYN-PWY	Polyamine-Biosynthesis	Biosynthesis
PWY-5935	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
URSIN-PWY	Polyamine-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
PWY-5955	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7040	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6076	HORMONE-SYN // Vitamin-Biosynthesis	Biosynthesis // Cofactor-Biosynthesis
PWY-5884	Lipid-Biosynthesis	Biosynthesis
PWY-5885	Lipid-Biosynthesis	Biosynthesis
PWY-7250	Cofactor-Biosynthesis	Biosynthesis
P42-PWY	Reductive-TCA-Cycles	Autotrophic-CO2-Fixation
P23-PWY	Reductive-TCA-Cycles	Autotrophic-CO2-Fixation
PWY-5392	Reductive-TCA-Cycles	Autotrophic-CO2-Fixation
PWY-5428	Xylene-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5429	Xylene-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6200	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-6178	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-6085	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-7628	Nitroaromatic-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7703	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7512	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-7521	Sulfoaromatics-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
HCAMHPDEG-PWY	Phenolic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
P281-PWY	Phenolic-Compounds-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways
PWY-6086	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-6080	Phenolic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7700	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6041	Sulfoaromatics-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6102	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-7044	Nitroaromatic-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6079	2-Aminobenzoate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6077	2-Aminobenzoate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
2AMINOBENZDEG-PWY	2-Aminobenzoate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6504	2-Aminobenzoate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5431	Catechol-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways
DESULFONATION-PWY	Sulfoaromatics-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-2503	Benzoate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-283	Benzoate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-1361	Benzoyl-CoA-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
CENTBENZCOA-PWY	Benzoyl-CoA-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
P321-PWY	Benzoyl-CoA-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7757	Phenolic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7771	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-5415	Catechol-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways
PWY-5420	Catechol-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways
PWY-5417	Catechol-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways
P183-PWY	Catechol-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5419	Catechol-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
CATECHOL-ORTHO-CLEAVAGE-PWY	Catechol-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6197	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-6107	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-7823	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-6690	Phenolic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8025	Cyanurate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5169	Cyanurate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5726	s-Triazine-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
FLUORENE-DEG-9-ONE-PWY	Fluorene-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-1381	Fluorene-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
GALLATE-DEGRADATION-II-PWY	GALLATE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
GALLATE-DEGRADATION-I-PWY	GALLATE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
P3-PWY	GALLATE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7773	Gamma-Resorcylate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7772	Gamma-Resorcylate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6223	Gentisate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7469	Gentisate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-2421	AUXINS-DEGRADATION	AROMATIC-COMPOUNDS-DEGRADATION // PLANT-HORMONE-DEG
PWY-7496	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-1501	MANDELATE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6957	MANDELATE-DEG // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways
PWY-5170	s-Triazine-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5430	Benzoate-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways
PWY-5171	s-Triazine-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5427	Naphthalene-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7620	Naphthalene-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-722	Nicotinate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5033	Nicotinate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5055	Nicotinate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
P184-PWY	Protocatechuate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	Protocatechuate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6336	Protocatechuate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
QUINATEDEG-PWY	Quinate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6416	Quinate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6183	Salicylate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6224	Salicylate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6636	Salicylate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6640	Salicylate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
SHIKIMATEDEG-PWY	Shikimate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6419	Shikimate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7403	Nitroaromatic-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
TOLUENE-DEG-3-OH-PWY	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
TOLUENE-DEG-DIOL-PWY	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
TOLUENE-DEG-2-OH-PWY	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
TOLUENE-DEG-4-OH-PWY	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
TOLUENE-DEG-CATECHOL-PWY	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
PWY-81	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5691	Urate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7394	Urate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7849	Urate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7097	Vanillin-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7098	Vanillin-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6164	3-Dehydroquinate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6160	3-Dehydroquinate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-5754	4-Hydroxybenzoate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-5755	4-Hydroxybenzoate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6435	4-Hydroxybenzoate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6431	4-Hydroxybenzoate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6443	Benzoate-Biosynthesis // Super-Pathways	AROMATIC-COMPOUNDS-BIOSYN // Pathways
PWY-6444	Benzoate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6446	Benzoate-Biosynthesis // Super-Pathways	AROMATIC-COMPOUNDS-BIOSYN // Pathways
PWY-7931	Halogenated-Aromatics-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6163	Chorismate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
ARO-PWY	Chorismate-Biosynthesis // Super-Pathways	AROMATIC-COMPOUNDS-BIOSYN // Pathways
PWY-6165	Chorismate-Biosynthesis // Super-Pathways	AROMATIC-COMPOUNDS-BIOSYN // Pathways
PWY18C3-23	Volatile-Benzenoids-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY18C3-22	Volatile-Benzenoids-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7932	Halogenated-Aromatics-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7934	Halogenated-Aromatics-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7929	Halogenated-Aromatics-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7930	Halogenated-Aromatics-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6766	Benzoate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6763	Benzoate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6406	Salicylate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-981	Salicylate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6621	Salicylate-Biosynthesis // Super-Pathways	AROMATIC-COMPOUNDS-BIOSYN // Pathways
PWY-6623	Salicylate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6624	Salicylate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6762	Salicylate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7935	Halogenated-Aromatics-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7933	Halogenated-Aromatics-Biosynthesis // Super-Pathways	AROMATIC-COMPOUNDS-BIOSYN // Pathways
PWY-4203	Volatile-Benzenoids-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7667	CYCLOPEPTIDES	Antibiotic-Biosynthesis
PWY-7668	CYCLOPEPTIDES	Antibiotic-Biosynthesis
PWY-7407	Aurachin-Biosynthesis	Antibiotic-Biosynthesis
PWY-7405	Aurachin-Biosynthesis	Antibiotic-Biosynthesis
PWY-7650	LIPOPEPTIDE-BIOSYNTHESIS	Antibiotic-Biosynthesis
PWY-7108	Macrolides-Biosynthesis	Antibiotic-Biosynthesis
PWY-7106	Macrolides-Biosynthesis	Antibiotic-Biosynthesis
PWY-7109	Macrolides-Biosynthesis	Antibiotic-Biosynthesis
PWY-7422	Macrolides-Biosynthesis	Antibiotic-Biosynthesis
PWY-7412	Macrolides-Biosynthesis	Antibiotic-Biosynthesis
PWY-7421	Macrolides-Biosynthesis	Antibiotic-Biosynthesis
PWY-7624	Macrolides-Biosynthesis	Antibiotic-Biosynthesis
PWY-6971	Macrolides-Biosynthesis	Antibiotic-Biosynthesis
PWY-7014	Paromamine-Biosynthesis	Antibiotic-Biosynthesis
PWY-7022	Paromamine-Biosynthesis	Antibiotic-Biosynthesis
PWY-7677	Macrolides-Biosynthesis	Antibiotic-Biosynthesis
PWY-6977	Macrolides-Biosynthesis // Super-Pathways	Antibiotic-Biosynthesis // Pathways
PWY-6975	Macrolides-Biosynthesis // Super-Pathways	Antibiotic-Biosynthesis // Pathways
PWY-7110	Macrolides-Biosynthesis // Super-Pathways	Antibiotic-Biosynthesis // Pathways
PWY-7415	Macrolides-Biosynthesis	Antibiotic-Biosynthesis
METH-ACETATE-PWY	METHANOGENESIS	ANAEROBIC-RESPIRATION
PWY-5248	METHANOGENESIS	ANAEROBIC-RESPIRATION
PWY-5258	METHANOGENESIS // Sulfur-Metabolism	ANAEROBIC-RESPIRATION // Noncarbon-Nutrients
METHANOGENESIS-PWY	METHANOGENESIS	ANAEROBIC-RESPIRATION
PWY-5259	METHANOGENESIS	ANAEROBIC-RESPIRATION
PWY-5247	METHANOGENESIS	ANAEROBIC-RESPIRATION
PWY-5260	METHANOGENESIS // Sulfur-Metabolism	ANAEROBIC-RESPIRATION // Noncarbon-Nutrients
PWY-5261	METHANOGENESIS	ANAEROBIC-RESPIRATION
PWY-5250	METHANOGENESIS	ANAEROBIC-RESPIRATION
PWY-5209	METHANOGENESIS	ANAEROBIC-RESPIRATION
METHFORM-PWY	METHANOGENESIS	ANAEROBIC-RESPIRATION
PWY-6830	METHANOGENESIS // Super-Pathways	ANAEROBIC-RESPIRATION // Pathways
CITRULLINE-DEG-PWY	MISCELLANEOUS-DEG	Amino-Acid-Degradation
PWY-6334	MISCELLANEOUS-DEG	Amino-Acid-Degradation
ORN-AMINOPENTANOATE-CAT-PWY	MISCELLANEOUS-DEG // PROLINE-SYN	Amino-Acid-Degradation // IND-AMINO-ACID-SYN
PWY-6344	MISCELLANEOUS-DEG	Amino-Acid-Degradation
PWY-7649	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis
PWY-7701	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis
PWY-7648	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis
PWY-6482	Amino-Acids-Modification	Amino-Acid-Biosynthesis
PWY-7546	Amino-Acids-Modification	Amino-Acid-Biosynthesis
PWY-5905	Amino-Acids-Modification	Amino-Acid-Biosynthesis
PWY-5344	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis
PWY-1186	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis
PWY-7275	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis
HOMOSERSYN-PWY	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis
PWY-4921	Amino-Acids-Modification // Citrulline-Biosynthesis	Amino-Acid-Biosynthesis // Other-Amino-Acid-Biosynthesis
PWY-6936	Other-Amino-Acid-Biosynthesis	Amino-Acid-Biosynthesis
PWY-6395	Other-Amino-Acid-Biosynthesis // Seleno-Amino-Acid-Detoxification // Super-Pathways	Amino-Acid-Biosynthesis // Detoxification // Selenium-Metabolism // Pathways
PWY-6535	4-Aminobutyraye-Degradation	AMINE-DEG
PWY-6537	4-Aminobutyraye-Degradation	AMINE-DEG
PWY-6536	4-Aminobutyraye-Degradation	AMINE-DEG
PWY-6473	4-Aminobutyraye-Degradation	AMINE-DEG
PWY-5022	4-Aminobutyraye-Degradation // Acetyl-CoA-Butyrate	AMINE-DEG // Fermentation-to-Acids
PWY0-41	Allantoin-degradation // Super-Pathways	AMINE-DEG // Pathways
PWY-5694	Allantoin-degradation // Super-Pathways	AMINE-DEG // Pathways
PWY-5692	Allantoin-degradation // Super-Pathways	AMINE-DEG // Pathways
PWY-5705	Allantoin-degradation // Super-Pathways	AMINE-DEG // Pathways
PWY-5697	Allantoin-degradation	AMINE-DEG
PWY-5698	Allantoin-degradation	AMINE-DEG
CHOLINE-BETAINE-ANA-PWY	Choline-Degradation	AMINE-DEG
PWY-3721	Choline-Degradation	AMINE-DEG
PWY-7167	Choline-Degradation	AMINE-DEG
PWY-7494	Choline-Degradation // Super-Pathways	AMINE-DEG // Pathways
P542-PWY	Choline-Degradation // Super-Pathways	AMINE-DEG // Pathways
CRNFORCAT-PWY	Creatinine-Degradation	AMINE-DEG
PWY-4722	Creatinine-Degradation	AMINE-DEG
PWY-4741	Creatinine-Degradation	AMINE-DEG
PWY-7471	CARN-DEG	AMINE-DEG
PWY-7472	CARN-DEG	AMINE-DEG
GLUDEG-I-PWY	4-Aminobutyraye-Degradation // GLUTAMATE-DEG // Super-Pathways	AMINE-DEG // Proteinogenic-Amino-Acids-Degradation // Pathways
PWY-3661	Glycine-Betaine-Degradation	AMINE-DEG
PWY-3661-1	Glycine-Betaine-Degradation	AMINE-DEG
CARNMET-PWY	CARN-DEG	AMINE-DEG
PWY-3602	CARN-DEG	AMINE-DEG
PWY-3641	CARN-DEG	AMINE-DEG
PWY-6967	Methylamine-Degradation	AMINE-DEG
PWY-6965	Methylamine-Degradation	AMINE-DEG
GLUAMCAT-PWY	N-Acetylglucosamine-Degradation	AMINE-DEG // Sugar-Derivatives
PWY-6517	N-Acetylglucosamine-Degradation // Super-Pathways	AMINE-DEG // Sugar-Derivatives // Pathways
2PHENDEG-PWY	Phenylethylamine-Degradation	AMINE-DEG // Phenolic-Compounds-Degradation
