Uniprot	Gene
Q9Z554	SCO6118
Q9L053	SCO2982
Q8CK61	SCO0322
Q9Z4Y2	SCO3249
Q9RD80	SCO0797
Q9XAN4	SCO6696
Q9RDR3	SCO2254
Q93RV0	SCO1876
Q9S2Q9	SCO2177
Q9RDG1	SCO2767
Q9FC23	SCO7061
Q9K4E0	SCO5364
Q9Z569	SCO5510
O86593	SCO6228
Q9L2E2	SCO2477
Q8CJJ0	SCO7804
Q9L273	SCO1536
Q9ZBJ6	SCO6478
Q9X7P9	SCO6743
Q9RL04	SCO0314
Q93JG3	SCO7709
O69855	SCO6025
Q9RJ66	SCO1635
Q9S1T0	SCO0062
Q9S245	SCO1707
Q9KZQ3	SCO2900
Q9RKZ1	SCO1433
Q9KZK0	SCO3045
Q9EWZ0	SCO1136
Q9KYH2	SCO2700
Q9FBR1	SCO5284
Q9RJU6	SCO0364
Q8CJM2	SCO6627
Q9F361	SCO2414
Q9F334	SCO5136
Q9K3T4	SCO3130
Q9RJT3	SCO0403
Q9L064	SCO2790
Q9RJZ5	SCO1175
Q9RJX3	SCO1197
Q9S2P7	SCO2189
Q9L232	SCO6800
Q9S2R5	SCO2171
Q9X8B5	SCO3435
Q9RKW3	SCO6213
Q9L1N3	SCO6882
Q9RCX2	SCO0938
Q9X8Y8	SCO3706
Q9KZ72	SCO3076
Q9ZBU5	SCO6143
Q9RD68	SCO0809
Q9RDL0	SCO2576
Q9S1U3	SCO0049
Q9RJF5	SCO0479
Q9L0U2	SCO4502
Q9K4L2	SCO7302
O86791	SCO4750
O86813	SCO5753
Q9XAH1	SCO5331
Q8CJN6	SCO6275
Q9L0Z0	SCO1469
Q9RI49	SCO0197
Q9AD62	SCP1.88c
Q9RD62	SCO0620
Q9X7V7	SCO6762
Q9RD53	SCO0629
O69947	SCO6572
O69888	SCO5600
Q93RT7	SCO6304
Q9AD82	SCO4916
Q9ADE3	SCO5064
Q9S249	SCO1703
O50525	SCO5851
Q9RL16	SCO0301
Q9F3A3	SCO7572
Q9FBU1	SCO7150
Q9RJS8	SCO0408
Q93RT6	SCO6305
Q9ZBF6	SCO6457
Q9K4C6	SCO5385
Q93S11	SCO6278
Q9L252	SCO2669
Q9KXP4	SCO1506
Q8CJQ7	SCO5715
Q9ZBJ4	SCO6480
Q9F348	SCO5122
Q9F3D3	SCO7624
Q9FBQ5	SCO4265
Q9KZJ7	SCO1148
O69965	SCO5789
Q9EWD8	SCO4869
Q9ACS3	
Q9S1Z8	SCO0128
Q9L0Y7	SCO1472
Q9AK21	SCO4905
Q9RIX2	SCO0141
Q9EWR0	SCO7667
Q9ACW6	SCP1.185
Q9L096	SCO2450
Q9KZY2	SCO4444
Q9L079	SCO2774
Q9X7T0	SCO7270
Q9RJ25	SCO1843
Q9AD84	SCO4913
Q9FC41	SCO7042
Q9KY09	SCO7329
Q7APH5	
Q9FC96	SCO1217
Q9Z592	SCO6210
Q9L235	SCO6797
Q8CJM0	SCO6691
O86823	SCO5676
Q9L1C2	SCO1560
Q8CK64	SCO0259
Q9ADK7	SCO4953
Q9KYF2	SCO4118
Q8CK39	SCO1055
Q9RKG3	SCO3474
Q9K3I8	SCO4832
Q9L0Q0	SCO4241
Q9F391	SCO7584
O54172	SCO5943
Q8CJP9	SCO5998
Q9RL22	SCO0295
Q9RKM0	SCO4107
O50521	SCO5847
Q7AKR2	SCO0780
Q9K3N8	SCO1022
Q9RJL5	SCO0520
Q9L0F1	SCO4691
Q9K3X8	SCO1356
Q9L1I5	SCO2591
Q9ZBI9	SCO6485
Q9KXP1	SCO1509
Q9RJU3	SCO0367
Q9ADK4	SCO4936
Q93JK4	SCO4990
O86609	SCO6340
Q9S2G0	SCO2921
Q9S6T7	SCO3355
Q93RU8	SCO1878
Q9L199	SCO7376
Q9RJ76	SCO1625
Q9RD26	SCO0884
Q9RDR0	SCO2374
Q9S2J3	SCO2010
O86573	SCO5478
Q9ZBS1	SCO5558
O69885	SCO5597
Q9RCZ2	SCO0918
O86712	SCO6530
Q9ZBH7	SCO6436
Q8CJN1	SCO6412
Q9AK50	SCO4876
Q9X7Y5	SCO6790
Q9RJR7	SCO0419
Q9S2V8	SCO2098
O54158	SCO5895
Q93JJ2	SCO1969
Q9S242	SCO1710
O54110	SCO5914
Q93IY8	SCO5097
Q9Z4X8	SCO3228
Q9AD11	
Q9AD96	SCO1671
Q9X7R4	SCO7286
Q7AKK2	SCO4087
Q9X7T3	SCO7267
Q9L1C8	SCO1554
Q9KYL7	SCO7370
Q7AKN8	SCO2389
Q9ZBV9	SCO6559
Q9RK07	SCO0499
Q9ZBG0	SCO6453
Q9S1Z4	SCO0132
Q7AKD6	SCO7014
Q9FCA3	SCO1210
Q93J47	SCO3056
Q9EWI2	SCO7602
O50491	SCO5773
O86597	SCO6232
Q9FC62	SCO7124
Q9L004	SCO2309
Q9S2Q8	SCO2178
Q9EWL3	SCO7777
Q9FCH8	SCO4191
Q9XAL7	SCO6713
Q9K3Y9	SCO1344
Q9FBJ7	SCO5161
Q9FC00	SCO7182
Q8CJI7	SCO2430
Q9RI66	SCO0111
Q9RD13	SCO0898
Q9KZU9	SCO4152
Q9RKB3	SCO3174
Q9RJX7	SCO1193
Q8CK15	SCO1854
Q9L2C3	SCO5397
Q9S2K4	SCO1999
Q9RKS9	SCO6263
Q9KYY5	SCO7544
Q9L099	SCO2447
Q9RJ82	SCO1619
Q8CK27	SCO1477
Q9RJF2	SCO0481
Q9ZBG2	SCO6451
Q9KYL5	SCO7372
Q9KYU0	SCO3206
O50518	SCO5844
Q9L1E8	SCO5457
Q9AD14	SCP1.136
Q9K4E2	SCO5362
Q9S2I9	SCO2014
Q9EWT4	SCO0737
Q9L049	SCO2986
Q9ZBR3	SCO5566
Q9RKC1	SCO3166
Q9K4F8	SCO4180
Q9RCZ1	SCO0919
Q9L1B3	SCO1568
O86581	SCO5486
Q8CJS5	SCO4875
Q9ZBF1	SCO6462
Q93RV4	SCO1872
Q9X9W4	SCO1908
Q9X925	SCO3560
Q9KXV7	SCO4284
O86800	SCO4759
Q9FC12	SCO7072
Q9KZQ5	SCO2898
Q9RL21	SCO0296
Q9KZS7	SCO2874
Q9ACT9	SCP1.214
Q9F2V7	SCO4604
Q9K435	SCO1064
O86613	SCO6344
Q9RJT6	SCO0374
Q9ACZ0	SCP1.161c
Q9F3I3	SCO2798
O86700	SCO6518
Q9K3W4	SCO4380
Q9L2C5	SCO2494
O86763	SCO5636
Q9EWV8	SCO4925
O69924	SCO6393
Q9XAR6	SCO4574
Q9S2X1	SCO2080
Q9L043	SCO2992
Q9RKT6	SCO6256
Q9K481	SCO7204
Q9K3K1	SCO4819
Q9ZBP3	SCO6166
Q9KXM7	SCO4330
Q9L0X1	SCO3733
Q9KYE7	SCO4123
Q9EWS2	SCO0778
Q9RDA4	SCO2847
Q9RKN8	SCO2290
O86691	SCO6645
Q9X7W9	SCO6774
Q9KZR5	SCO2886
Q9F347	SCO5123
Q9ZC05	SCO6508
Q9X8T8	SCO3902
Q9L269	SCO1540
Q9KY59	SCO4805
Q9AK11	SCO7717
Q9L0T6	SCO4508
Q8CK12	SCO1941
Q9L1B0	SCO1571
Q9K3U4	SCO4401
Q9RJ99	SCO0665
Q9L193	SCO7382
Q9X8K3	SCO3424
Q9ACS5	
Q9FBT7	SCO7155
Q9KZ30	SCO2204
O69894	SCO5606
Q9S1R7	SCO0224
O86679	SCO6632
Q9F2X7	SCO4584
O50529	SCO5855
Q9KY65	SCO4799
Q9L2J5	SCO0714
Q9ZBZ5	SCO3935
Q9F3N1	SCO7656
Q9EWT2	SCO0739
Q9X863	SCO3507
Q9RL49	SCO0437
Q9XAP9	SCO4557
Q9RKI1	SCO3451
Q9F319	SCO3799
Q9EX44	SCO0994
Q9RD14	SCO0897
Q8CK52	SCO0577
Q93RZ4	SCO0576
Q9ZBV5	SCO6563
Q9RD73	SCO0804
Q9AK07	SCO7721
Q9KZ50	SCO7082
Q8CK14	SCO1883
Q9S277	SCO1812
Q8VWC4	SCP2.38c
Q9RJJ0	SCO0398
Q9RJX5	SCO1195
Q9L0B9	SCO1168
O86675	SCO6628
Q9EX03	SCO1123
Q9X8D5	SCO3262
O86642	SCO5722
Q9XAF9	SCO5310
Q9FBN4	SCO5044
Q9RKF4	SCO3483
Q9RCY9	SCO0921
Q9K3U8	SCO4397
Q9X8Y9	SCO3707
Q9Z503	SCO1963
Q9K3G8	SCO1272
Q9FBK0	SCO5158
Q9RD30	SCO0880
Q9S284	SCO1747
Q9L0J5	SCO4670
Q9AD26	SCP1.124c
Q9ADH1	SCO6092
Q9EX21	SCO1019
Q9ACZ7	SCP1.154
Q93J23	SCO3984
Q9EWX1	SCO1755
Q9F2M9	SCO3121
Q9EWH7	SCO2997
Q9K3W5	SCO4379
Q9KXY0	SCO3868
Q9FBK5	SCO5153
O86804	SCO4765
Q9ZBU7	SCO6141
Q9ADN9	SCO4018
Q9RKK3	SCO4081
O86512	SCO5530
Q9L0V8	SCO3746
Q9KZH0	SCO6982
Q9K469	SCO7216
Q93JB4	SCO7482
Q8CJU4	SCO4187
Q8CJP4	SCO6077
Q9EX58	SCO7698
O88016	SCO6660
Q9RKJ5	SCO4091
Q9KYM5	SCO7360
Q9L0S4	SCO4520
Q8VWE4	
Q9K3P1	SCO1107
Q9ZBR0	SCO5569
Q9KZB7	SCO6972
Q7AKR3	SCO0779
O86817	SCO5757
Q9KZ13	SCO2224
Q93J61	SCO0983
Q9L1N9	SCO6876
Q9L228	SCO6804
Q9ACW3	SCP1.188c
O86682	SCO6635
Q9ZBW2	SCO6556
Q9KYC9	SCO6901
Q9RCX5	SCO0935
Q9RKU0	SCO6252
Q9ACX5	SCP1.176
Q9ZBU6	SCO6142
Q9F369	SCO4419
Q9L0F0	SCO4692
Q9EWT3	SCO0738
Q9KY86	SCO5016
Q8CK48	SCO0691
Q9S2R7	SCO2169
Q8CK00	SCO2255
Q9L131	SCO7428
Q9XAA5	SCO0820
O88014	SCO6658
Q8CK08	SCO2068
Q93RU0	SCO6301
Q9L0V9	SCO3745
Q8VWC5	SCP2.37
Q9KXP7	SCO1503
Q9F2M2	SCO3759
Q9RJ07	SCO0158
Q9RDG8	SCO2760
Q8CK69	SCO0120
Q9X7Y8	SCO2129
Q9X886	SCO3294
Q9K4K0	SCO7314
Q9KXJ4	SCO2326
Q9Z568	SCO5511
Q9RDS5	SCO2242
Q9S2C7	SCO0286
Q9L188	SCO7387
Q9EWU4	SCO0727
O54130	SCO5864
Q9L1L3	SCO5431
Q9KY77	SCO5025
Q9L0H5	SCO4782
Q9S256	SCO1696
Q8CJI9	SCO1108
Q9K3Y5	SCO1348
O87843	SCO6588
Q9L0E9	SCO4693
Q9F2U5	SCO4617
Q9X8M9	SCO3372
Q8R5N4	SCO0988
Q9F380	SCO4408
Q9ACR0	SCP1.258c
Q9X8Y3	SCO3701
Q9RJT0	SCO0406
Q9X7S8	SCO7272
Q9XA24	SCO3840
Q9FCL5	SCO7799
Q93JK2	SCO4992
Q9F3J8	SCO5267
Q9X8K1	SCO3422
Q9L0F6	SCO4686
Q9KY69	SCO4795
Q9L0U8	SCO4496
Q9RJ71	SCO1630
O86672	SCO6380
Q9AK54	SCO4063
Q7AKC8	SCO7362
Q9F3B0	SCO7565
Q9KZ91	SCO4855
Q9ACR2	SCP1.256c
O69932	SCO6404
Q9FBT9	SCO7152
Q9XAL0	SCO3592
Q9F2X5	SCO4586
Q9AD27	SCP1.123
Q9RKB0	SCO3177
O69835	SCO6047
Q9F3A7	SCO7568
Q9L0T5	SCO4509
Q9X7X8	SCO6783
Q9KYT5	SCO5680
Q9KYB2	SCO6921
Q9RJV1	SCO0359
Q9F2T8	SCO4624
Q9XAJ6	SCO3606
Q9F2S6	SCO4463
Q9S217	SCO1783
Q9L1P9	SCO6866
Q9F3F6	SCO4547
Q9XA05	SCO3859
Q9XAI5	SCO3617
O69957	SCO5781
Q9RKQ5	SCO2273
Q9KZI4	SCO1161
Q9L1Q5	SCO6859
Q9S6T0	SCO7263
Q9EX39	SCO1000
Q9Z570	SCO5509
Q9L1Z3	SCO2642
O69914	SCO6382
Q9RDA9	SCO2842
Q9EWM5	SCO7764
Q9F393	SCO7582
Q9L007	SCO2306
Q9RJG7	SCO0467
Q9FBU7	SCO7144
Q9ADA5	SCO1662
Q9K4H2	SCO4166
Q93J71	SCO2826
Q9KYT7	SCO5678
Q9K4I0	SCO7245
O86496	SCO6328
Q9KZG5	SCO6987
Q9S285	SCO1745
Q9K4I9	SCO7236
O86830	SCO5669
Q9X7V2	SCO6757
Q9RKB8	SCO3169
Q9KZY6	SCO4440
Q9FCL1	SCO5177
Q9X8C6	SCO3253
Q9KXK7	SCO2313
Q9F3A8	SCO7567
O86731	SCO6549
O69867	SCO6037
Q9ZBF7	SCO6456
Q9KZ79	SCO3069
Q9L223	SCO6809
Q9ACR5	SCP1.253
Q9RIY0	SCO0185
Q9ZBT6	SCO6152
Q9RD41	SCO0868
Q9KYK9	SCO6932
Q9RIW7	SCO0147
Q9EWQ6	SCO7671
O50509	SCO5835
Q9X857	SCO3501
Q9WX08	SCO3326
Q9S2Z1	SCO2024
Q9S248	SCO1704
Q7AKG7	SCO5441
Q9RDR6	SCO2251
Q9RD19	SCO0891
Q9RIA1	SCO0074
Q9S289	SCO1741
Q9XAH7	SCO6687
Q9F3D0	SCO7627
Q8CJR4	SCO5444
O86648	SCO5729
Q93JD3	SCO5994
Q9AK47	SCO4879
Q9FCH1	SCO4198
Q9K4C9	SCO5382
Q9X890	SCO3298
Q9F2W3	SCO4598
O69810	SCO6416
O86750	SCO5649
Q9X8K2	SCO3423
Q9F304	SCO4112
Q9KYQ8	SCO3662
Q7ZAI8	SCO4937
Q9AK63	SCO4054
Q7API0	
Q9RD52	SCO0630
Q9XA55	SCO3823
O54108	SCO5912
O54150	SCO5887
Q9RD70	SCO0807
Q9K4C0	SCO5391
Q9RD90	SCO2861
Q9ZBG4	SCO6449
Q8CJV5	SCO3831
O88008	SCO6652
Q9KYR5	SCO5700
O86676	SCO6629
O88068	SCO1611
Q9KZL4	SCO3030
Q9L0N3	SCO4258
Q9KZT0	SCO2871
Q9FBI6	SCO5173
Q9KYW7	SCO3014
Q9XAL4	SCO6716
O88041	SCO1581
Q9ACZ9	SCP1.152
Q9EWK5	SCO7788
Q9RCY0	SCO0930
Q9KZ16	SCO2221
Q9KY01	SCO7340
Q9RIZ5	SCO0170
Q9RJC8	SCO0765
Q9RL32	SCO0455
Q8VWE2	SCP2.07c
Q9RKG5	SCO3472
Q9ZBY1	SCO3951
Q9X8P1	SCO3624
Q9KY61	SCO4803
O50516	SCO5842
Q9ZBS7	SCO6161
Q8CJT2	SCO4630
Q9ADB7	SCO5351
Q9RJ17	SCO1851
Q9Z5B1	SCO6191
Q9KYN0	SCO7355
Q7AKL1	SCO3877
Q9XAM5	SCO6705
Q9X8Y4	SCO3702
Q9L0R6	SCO4528
Q9X7Z5	SCO2136
Q9K3K7	SCO1053
Q9X896	SCO3520
Q9K471	SCO7214
Q9RKL0	SCO4072
Q9RKZ5	SCO1437
O86551	SCO6617
Q9RJ40	SCO1828
Q9XAK4	SCO3598
O86741	SCO5658
Q9F3H9	SCO2802
Q9ACQ6	SCP1.262
Q9AD44	SCP1.106
Q9F3P1	SCO7646
Q9XAH5	SCO6689
O69820	SCO6426
Q9RL41	SCO0445
Q9L0N7	SCO4254
Q9AD45	SCP1.105
Q9RL18	SCO0299
Q9S2H0	SCO2911
Q9KZM0	SCO3024
Q9RK84	SCO0525
Q93JB2	SCO7484
Q9Z511	SCO1954
Q9X8R4	SCO3647
O88030	SCO6674
Q93JE9	SCO5978
Q9RDG0	SCO2768
Q8CK09	SCO2023
Q93JB1	SCO7485
Q9AD43	SCP1.107
Q9AD65	SCP1.85c
Q9RD72	SCO0805
Q9X869	SCO3513
Q9X7T7	SCO7262
Q9S2P6	SCO2190
Q9F2T7	SCO4625
Q9FBJ4	SCO5164
Q9KZI0	SCO1165
Q9RJA4	SCO0660
Q9F3K4	SCO5261
Q9KZS3	SCO2878
Q9K480	SCO7205
Q9XAH8	SCO6686
Q9KYN6	SCO7349
Q9RCV2	SCO0859
Q9ACR4	SCP1.254c
Q9X9T9	SCO3929
Q9KZL8	SCO3026
Q9L0S5	SCO4519
Q9KXX7	SCO3871
Q9KZR8	SCO2883
Q9XAN8	SCO6692
Q8CK23	SCO1618
Q9X8V7	SCO3675
Q9X8Q2	SCO3635
Q9K3L7	SCO1043
Q9KZD4	SCO6955
Q9F2N7	SCO3113
Q9X8Q6	SCO3639
O86784	SCO4743
Q9KZR0	SCO2893
Q9S2T4	SCO2055
Q9KY15	SCO7323
Q9L121	SCO7439
Q9RKX8	SCO1419
Q9XAP3	SCO4551
Q9S2K9	SCO1994
O69958	SCO5782
Q9L1V5	SCO6830
Q8CJJ5	SCO7589
Q9X8Q1	SCO3634
O69836	SCO6048
Q9RJQ3	SCO0587
Q9XAJ4	SCO3608
Q9RDL1	SCO2575
Q9F343	SCO5127
Q9KXT1	SCO4310
Q9L266	SCO1543
Q9KXU3	SCO4298
Q9K4J5	SCO7319
Q9S2I3	SCO2020
Q9RJB3	SCO0651
Q9S2S0	SCO2166
Q9KXN6	SCO4321
Q9L130	SCO7429
Q7AKR9	SCO0701
Q7AKD0	SCO7342
Q9X8B2	SCO3537
Q9RJQ4	SCO0586
Q9X833	SCO6066
Q9KYV8	SCO3187
Q9AD36	SCP1.114
Q9K3H9	SCO1261
Q9XA28	SCO3836
Q9ADN6	SCO4021
Q9X8J8	SCO3419
O86574	SCO5479
O86767	SCO5632
Q8CK32	SCO1319
Q9AK56	SCO4061
Q9FBN5	SCO5043
O54100	SCO5904
Q9XAC3	SCO1933
Q9L2K3	SCO0705
Q9ADQ4	SCO4001
Q9L1S7	SCO2968
Q9FCL9	SCO7795
Q9S2L3	SCO1990
Q9FC68	SCO7118
Q93J00	SCO7520
Q9X8H7	SCO3397
Q9ZBU9	SCO6139
Q9FBZ6	SCO7186
Q9RKY1	SCO1422
Q9L254	SCO2667
Q9ACS9	SCP1.223c
O86506	SCO5524
Q9ZBY4	SCO3948
Q9X8I2	SCO3402
Q9K4B2	SCO5207
Q9K439	SCO1060
Q8CK13	SCO1919
Q9S2B0	SCO1720
Q9EWE4	SCO4863
Q9RDR9	SCO2248
Q9L1A9	SCO1572
Q9F3F1	SCO7606
Q9S228	SCO1772
Q9X7Y1	SCO6786
Q9XAE9	SCO5300
Q9K3K2	SCO4818
Q9L249	SCO2672
Q9ACT5	SCP1.217
Q9L139	SCO7420
Q9Z4W8	SCO3213
Q93IZ9	SCO7521
O86640	SCO5720
Q9RDG3	SCO2765
Q9S1W0	SCO0032
Q9ACV4	SCP1.199c
Q9KZU7	SCO4154
Q9RJ12	SCO0153
Q9K3I2	SCO1258
Q9FCD4	SCO1233
Q9XAK9	SCO3593
Q9F335	SCO5135
Q9L2L5	SCO2532
Q9EWG6	SCO4970
O69864	SCO6034
Q9F3J9	SCO5266
Q9L059	SCO2976
Q9S1S9	SCO0063
Q9RD38	SCO0871
Q9KYT1	SCO5684
Q9AD98	SCO1669
Q9L1Q0	SCO6865
Q9L1T8	SCO2957
Q9XAM0	SCO6710
Q9RKC8	SCO3159
Q9XAE8	SCO5299
O86522	SCO5540
Q7AKG6	SCO5414
O86693	SCO6647
Q9XAF6	SCO5307
O86595	SCO6230
Q9KXU9	SCO4292
Q9F2X1	SCO4590
Q9EWJ0	SCO7594
Q9Z589	SCO5490
Q9K3M5	SCO1035
Q9FBM7	SCO5052
Q9L0M3	SCO4637
Q9L136	SCO7423
Q9S236	SCO1764
Q9F396	SCO7579
Q8CJX5	SCO3150
Q9KYX4	SCO3007
Q9ADH0	SCO6093
