Reaction ID,Reaction name,kegg.reaction,biocyc,kegg.pathway,kegg.subsystem,biocyc.subsystem1,biocyc.subsystem2,subsystem,curated pathway,curated subsystem
IDONt2r,"L-idonate transport via proton symport, reversible",,META:TRANS-RXN-181A,,Transport,,,"Transport, Membrane",,Membrane transport
ILEabc,L-isoleucine transport via ABC system,,META:ABC-15-RXN,,Transport,,,"Transport, Membrane",,Membrane transport
ILEt2r,L-isoleucine transport via proton symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
INDOLEt2r,"Indole transport via proton symport, reversible",,META:TRANS-RXN-142,,Transport,,,"Transport, Membrane",,Membrane transport
INOSTt4,Na+/myo-inositol symporter,,,,Transport,,,"Transport, Membrane",,Membrane transport
INSt2,"inosine transport in via proton symport, reversible",,TRANS-RXN-108G,,Transport,,,"Transport, Membrane",,Membrane transport
Kabc,Potassium ABC transporter,,TRANS-RXN-2,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
Kt2,potassium transport in via proton symport,,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
Kt3,potassium transport out via proton antiport,,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
LALADGLUt,L-alanyl-D-glutamate transport in via proton symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
LCTSabc,Lactose transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
LEUabc,L-leucine transport via ABC system,,META:ABC-35-RXN,,Transport,,,"Transport, Membrane",,Membrane transport
LEUt2r,L-leucine transport via proton symport,,TRANS-RXN0-270,,Transport,,,"Transport, Membrane",,Membrane transport
LIPOt2,Lipoate transport via proton symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
LYSabc,L-lysine transport via ABC system,,META:ABC-3-RXN,,Transport,,,"Transport, Membrane",Lysine degradation,Membrane transport
LYSt2r,L-lysine transport in via proton symport,,TRANS-RXN-58,,Transport,,,"Transport, Membrane",Lysine degradation,Membrane transport
LYSt3r,L-lysine transport out via proton antiport,,TRANS-RXN-58,,Transport,,,"Transport, Membrane",Lysine biosynthesis,Membrane transport
LYXDabc,D-lyxose transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
LYXabc,L-lyxose transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
LYXt2,L-Lyxose transport via proton symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
L_LACt2r,L-lactate reversible transport via proton symport,,TRANS-RXN-104,,Transport,,,"Transport, Membrane",,Membrane transport
MALTHXabc,maltohexaose transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
MALTPTabc,maltopentaose transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
MALTTRabc,Maltotriose transport via ABC system,,META:TRANS-RXN0-503,,Transport,,,"Transport, Membrane",,Membrane transport
MALTTTRabc,maltotetraose transport via ABC system,,TRANS-RXN0-504,,Transport,,,"Transport, Membrane",,Membrane transport
MALTabc,maltose transport via ABC system,,ABC-16-RXN,,Transport,,,"Transport, Membrane",,Membrane transport
MALTpts,Maltose transport via PEP:PTS,,,,Transport,,,"Transport, Membrane",,Membrane transport
MALTt1r,transport of maltose,,TRANS-RXN0-575,,,,,,,Membrane transport
MALt2_2,Malate transport via proton symport (2 H),,META:TRANS-RXN-121A,,Transport,,,"Transport, Membrane",,Membrane transport
MALt2_3,malate transport via proton symport (3 H),,,,Transport,,,"Transport, Membrane",,Membrane transport
MALt3,L-malate transport out via proton antiport,,,,Transport,,,"Transport, Membrane",,Membrane transport
MANpts,D-mannose transport via PEP:PTS,,,,Transport,,,"Transport, Membrane",Fructose and mannose metabolism,Membrane transport
MANt2,D-mannose transport in via proton symport,,,,Transport,,,"Transport, Membrane",Fructose and mannose metabolism,Membrane transport
MELIBt2,melibiose transport in via symport,,TRANS-RXN-94,,Transport,,,"Transport, Membrane",,Membrane transport
MELTt2,melibiitol transport in via symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
MEOHtr,Methanol reversible transport via diffusion,,TRANS-RXN0-459,,Transport,,,"Transport, Membrane",,Membrane transport
METabc,L-methionine transport via ABC system,,META:RXN0-4522,,Transport,,,"Transport, Membrane",,Membrane transport
MG2t,magnesium (+2) transport in via diffusion,,TRANS-RXN-141,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
MG2uabc,Magnesium (Mg+2) ABC transporter  (uptake),,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
MN2t3,manganese (Mn+2) transport out via proton antiport,,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
MNLabc,mannitol transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
MNLpts,D-mannitol transport via PEP:PTS,,,,Transport,,,"Transport, Membrane",,Membrane transport
MNt2,manganese (Mn+2) transport in via proton symport,,TRANS-RXN-241,,Transport,,,"Transport, Membrane",,Membrane transport
MOBDabc,molybdate transport via ABC system,,ABC-19-RXN,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
N2Ot,nitrious oxide transport via diffusion,,,,Transport,,,"Transport, Membrane",,Membrane transport
NACt,Nicotinic acid uptake,,,,Transport,,,"Transport, Membrane",,Membrane transport
NADH17b,NADH dehydrogenase (menaquinone-9 & 3 protons),R02163,,,"Metabolism of cofactors and vitamins, Energy metabolism",,,Oxidative phosphorylation,Oxidative phosphorylation,Energy metabolism
NADH8,NADH dehydrogenase (demethylmenaquinone-9; 3 protons),,,,,,,,Oxidative phosphorylation,Energy metabolism
NAt3_1,sodium transport out via proton antiport,,TRANS-RXN-101,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
NAt3_15,sodium proton antiporter (H:NA is 1.5)/putative sodium:solute symporter,,TRANS-RXN-130,,Transport,,,"Transport, Membrane",,Membrane transport
NAt3_2,sodium proton antiporter (H:NA is 2),,TRANS-RXN-129,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
NH4t,ammonia reversible transport,,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
NI2t,nickel (+2) transport in via permease (no H+),,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
NI2t3,nickle (Ni+2) transport out via proton antiport,,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
NMNP,NMN permease,,,,Transport,,,"Transport, Membrane",,Membrane transport
NO2t2r,"nitrite transport in via proton symport, reversible",,TRANS-RXN-26,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
NO3R2,Nitrate reductase (menaquinol-9),,,,Nucleotide metabolism,,,Nitrogen metabolism,,Energy metabolism
NO3t,nitrate transport via diffusion,,,,Transport,,,"Transport, Membrane",,Membrane transport
NO3t7,nitrate transport in via nitrite antiport,,TRANS-RXN0-239,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
NOt,NO transport (diffusion),,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
Niabc,nickel transport via ABC system (uptake),,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
O2t,o2 transport via diffusion,,TRANS-RXN0-474,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
ORNabc,ornithine transport via ABC system,,ABC-37-RXN,,Transport,,,"Transport, Membrane",,Membrane transport
OROTt2_2,Orotate transport via proton symport (2 H),,,,Transport,,,"Transport, Membrane",,Membrane transport
PACALDt2r,phenylacetaldehyde reversible transport via proton symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
PACt,phenylacetic acid transport via facilitated diffusion,,,,Transport,,,"Transport, Membrane",,Membrane transport
PHEt2r,L-phenylalanine reversible transport via proton symport,,TRANS-RXN-56,,Transport,,,"Transport, Membrane",,Membrane transport
PIt2r,phosphate reversible transport via symport,,TRANS-RXN-114,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
PNTOt4,Pantothenate sodium symporter,,META:TRANS-RXN-117,,Transport,,,"Transport, Membrane",,Membrane transport
PPA_1,inorganic diphosphatase (one proton translocation),R00004,INORGPYROPHOSPHAT-RXN,,Energy metabolism,"Phosphorus-Compounds, Glyphosate-Degradation","Phosphorus-Compounds, Noncarbon-Nutrients",,,Energy metabolism
PPAt4,Na+/Propionate symporter,,,,Transport,,,"Transport, Membrane",,Membrane transport
PPAt6,propanoate transport via proton symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
PROabc,L-proline transport via ABC system,,META:ABC-26-RXN,,Transport,,,"Transport, Membrane",,Membrane transport
PROt2r,L-proline reversible transport via proton symport,,TRANS-RXN-29,,Transport,,,"Transport, Membrane",,Membrane transport
PROt4,Na+/Proline-L symporter,,META:TRANS-RXN-118,,Transport,,,"Transport, Membrane",,Membrane transport
PTRCabc,putrescine transport via ABC system,,ABC-25-RXN,,Transport,,,"Transport, Membrane",,Membrane transport
PTRCt2,putrescine transport in via proton symport,,TRANS-RXN-69,,Transport,,,"Transport, Membrane",,Membrane transport
PYDAMt,pyridoxamine import,,,,Transport,,,"Transport, Membrane",,Membrane transport
PYDXNt,pyridoxine import,,,,Transport,,,"Transport, Membrane",,Membrane transport
PYDXt,pyridoxal import,,,,Transport,,,"Transport, Membrane",,Membrane transport
PYRt2,pyruvate reversible transport via proton symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
Piabc,phosphate transport via ABC system (uptake),,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
RAFFINt2,raffinose transport in via symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
REDt,undecylprodigiosin transport,,,,Transport,,,"Transport, Membrane",,Membrane transport
RIBabc,D-ribose transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
RMNabc,L-rhamnose transport via ABC system,,,,Transport,,,"Transport, Membrane",Fructose and mannose metabolism,Membrane transport
RMNt,L-rhamnose transport via proton symport,,,,Transport,,,"Transport, Membrane",Fructose and mannose metabolism,Membrane transport
SALCpts,salicin transport via PEP:Pyr PTS,,,,Transport,,,"Transport, Membrane",,Membrane transport
SBTabc,D-sorbitol transport via ABC system,,,,Transport,,,"Transport, Membrane",Fructose and mannose metabolism,Membrane transport
SBTpts,D-sorbitol transport via PEP:PTS,,,,Transport,,,"Transport, Membrane",Fructose and mannose metabolism,Membrane transport
SCB1t,SCB1 transport (diffusible molecule),,,,,,,,,Membrane transport
SCB2t,SCB2 transport (diffusible molecule),,,,,,,,,Membrane transport
SCB3t,SCB3 transport (diffusible molecule),,,,,,,,,Membrane transport
SERt2r,L-serine reversible transport via proton symport,,TRANS-RXN-71,,Transport,,,"Transport, Membrane",,Membrane transport
SERt4,L-serine transport via sodium symport,,RXN0-4083,,Transport,,,"Transport, Membrane",,Membrane transport
SKMt2,shikimate transport in via proton symport,,TRANS-RXN-27,,Transport,,,"Transport, Membrane",,Membrane transport
SO4t2,sulfate transport in via proton symport,,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
SPMDabc,spermidine transport via ABC system,,ABC-24-RXN,,Transport,,,"Transport, Membrane",,Membrane transport
SPMDt3,spermidine transport out via proton antiport,,,,Transport,,,"Transport, Membrane",,Membrane transport
SUCCt2_2,succinate transport via proton symport (2 H),,TRANS-RXN-121,,Transport,,,"Transport, Membrane",,Membrane transport
SUCCt2_3,succintate transport via proton symport (3 H),,,,Transport,,,"Transport, Membrane",,Membrane transport
SUCCt2b,succinate efflux via proton symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
SUCD3,succinate dehydrogenase (menaquione-9),,,,Energy metabolism,,,Oxidative phosphorylation,Oxidative phosphorylation,Energy metabolism
SUCFUMt,succinate/fumarate antiporter,,TRANS-RXN-106,,Transport,,,"Transport, Membrane",,Membrane transport
SUCRabc,sucrose transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
SULabc,sulfate transport via ABC system,,ABC-70-RXN,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
TARTRt7,tartrate/succinate antiporter,,TRANS-RXN-127,,Transport,,,"Transport, Membrane",,Membrane transport
TARTt2_3,D-tartrate transport via proton symport (3 H),,,,Transport,,,"Transport, Membrane",,Membrane transport
TAURabc,taurine transport via ABC system,,ABC-64-RXN,,Transport,,,"Transport, Membrane",,Membrane transport
THD2,NAD(P) transhydrogenase,R00112,,Nicotinate and nicotinamide metabolism,"Metabolism of cofactors and vitamins, Energy metabolism",,,Oxidative phosphorylation,Oxidative phosphorylation,Energy metabolism
THMDt2,"thymidine transport in via proton symport, reversible",,TRANS-RXN-108H,,Transport,,,"Transport, Membrane",,Membrane transport
THMabc,thiamine transport via ABC system,,ABC-32-RXN,,Transport,,,"Transport, Membrane",,Membrane transport
THRabc,L-threonine transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
THRt2,L-threonine efflux transport via proton antiport,,,,Transport,,,"Transport, Membrane",,Membrane transport
THRt4,L-threonine transport via sodium symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
THYMabc,THYMINE transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
THYMt3r,"thymine transport out via proton antiport, reversible",,,,Transport,,,"Transport, Membrane",,Membrane transport
TREabc,trehalose transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
TREpts,trehalose transport via PEP:PTS,,,,Transport,,,"Transport, Membrane",,Membrane transport
TRPt2r,L-tryptophan reversible transport via proton symport,,TRANS-RXN-76,,Transport,,,"Transport, Membrane",,Membrane transport
TUNGSabc,tungstate transport via ABC system,,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
TYRt2r,L-tyrosine reversible transport via proton symport,,TRANS-RXN-77,,Transport,,,"Transport, Membrane",,Membrane transport
URAt2,"uracil transport in via proton symport, reversible",,TRANS-RXN-132,,Transport,,,"Transport, Membrane",,Membrane transport
UREAt,Urea transport via facilitate diffusion,,META:TRANS-RXN0-460,,Transport,,,"Transport, Membrane",,Membrane transport
URIt2,"uridine transport in via proton symport, reversible",,TRANS-RXN-108I,,Transport,,,"Transport, Membrane",,Membrane transport
VALabc,L-valine transport via ABC system,,META:ABC-36-RXN,,Transport,,,"Transport, Membrane",,Membrane transport
VALt2r,L-valine transport via proton symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
VANK,Vanillate/proton symport transport,,,,Transport,,,"Transport, Membrane",,Membrane transport
XANt,xanthine transport via facilitated diffusion,,TRANS-RXN0-561,,Transport,,,"Transport, Membrane",,Membrane transport
XANt2,xanthine transport in via proton symport,,TRANS-RXN-206,,Transport,,,"Transport, Membrane",,Membrane transport
XTSNt2,Xanthosine transport via proton symport,,TRANS-RXN-31,,Transport,,,"Transport, Membrane",,Membrane transport
XYLAN_DEGe,Xylan degradation (extracellular),,,,,,,"Transport, Membrane",,Membrane transport
XYLTabc,xylitol transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
XYLabc,D-xylose transport via ABC system,,,,Transport,,,"Transport, Membrane",,Membrane transport
XYLt2,D-xylose transport via proton symport,,,,Transport,,,"Transport, Membrane",,Membrane transport
ZN2t3,zinc (Zn+2) transport out via proton antiport,,,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
ZNabc,zinc (Zn+2) transport via ABC system,,RXN0-5205,,Transport,,,Inorganic Ion Transport and metabolism,,Inorganic Ion Transport and metabolism
tcaABC,teichoic acid transporter,,RXN-18029,,,Teichoic-Acids-Biosynthesis,Cell-Wall-Biosynthesis,,,Membrane transport
DM_2hymeph_c,Sink needed to allow 2-(Hydroxymethyl)phenol to leave system,,,,Exchange,,,Exchange,,Exchange
DM_2mborn_c,Sink needed to allow 2-methylisoborneol to leave system,,EXC_OUT_CPD-14016,,,,,,,Exchange
DM_33biflav_c,"Sink needed to allow 3,3'-biflaviolin to leave system",,EXC_OUT_CPD-10680,,,,,,,Exchange
DM_38biflav_c,"Sink needed to allow 3,8'-biflaviolin to leave system",,EXC_OUT_CPD-10681,,,,,,,Exchange
DM_4crsol_c,Sink needed to allow p-Cresol to leave system,,,,Exchange,,,Exchange,,Exchange
DM_5drib_c,Sink needed to allow 5'-deoxyribose to leave system,,,,Exchange,,,Exchange,,Exchange
DM_ACT_c,Sink needed to allow intracellular actinorhodin to leave system,,,,Exchange,,,Exchange,,Exchange
DM_RED_c,Sink needed to allow intracellular undecylprodigiosin to leave system,,,,Exchange,,,Exchange,,Exchange
